Bahnaric,Vietnamese,source,example_id,source_lang,target_lang
"Cienzmienh doicaenh gung roengz gij nanzdaez duetgungz, daengx guek caizcwng banggungz cienhangh cienzngaenz douzhaeuj mauhgvaq 1000 ik maenz.",全面推进脱贫攻坚，全国财政专项扶贫资金投入超过1000亿元。,government_work_report,107,za,zh
"Daezsang gij biucinj dihbauj、youhfuj、duiyouh yinzyenz gihbwnj yangjlaujginh daengj, fat gwndaenj roxnaeuz liuhleix boujdiep hawj 1700 lai fanh vunz hojnanz caeuq ndangcanz youqgaenj de.",提高低保、优抚、退休人员基本养老金等标准，为1700多万困难和重度残疾人发放生活或护理补贴。,government_work_report,108,za,zh
Caizcwngsing gyauyuz ginghfei ceiok ciemq ndaw guek swnghcanj cungjciz beijlaeh laebdaeb mauhgvaq 4％.,财政性教育经费支出占国内生产总值比例继续超过4%。,government_work_report,109,za,zh
Cungdenj daihhag ciusou gij hagseng lajmbanj dieg gungzhoj vunzsoq demmaj 21.3％.,重点高校招收贫困地区农村学生人数增长21.3%。,government_work_report,110,za,zh
Mienxcawz lajmbanj gij cienzhag cienzcab gyoengq hagseng bujdungh gauhcungh ndaw ranz gungzhoj haenx.,免除农村贫困家庭学生普通高中学杂费。,government_work_report,111,za,zh
Daengx bi okcienz bangcoh gij hagseng ndaw ranz hojnanz gak loih hagdangz 8400 lai fanh vunzbaez.,全年资助各类学校家庭困难学生8400多万人次。,government_work_report,112,za,zh
Cingjhab hawsingz lajmbanj gihminz gihbwnj yihbauj cidu、daezsang caizcwng bangbouj biucinj.,整合城乡居民基本医保制度，提高财政补助标准。,government_work_report,113,za,zh
Demgya gihbwnj goenggungh veiswngh fugsaeh ginghfei.,增加基本公共卫生服务经费。,government_work_report,114,za,zh
"Saedyienh bingh hung baujyiemj cienzbouh guenj doh, ndaw sengj lingh dieg youq yihyen ywbingh gij feiqyungh hab gvidingh de ndaej cigciep gietsuenq.",实现大病保险全覆盖，符合规定的省内异地就医住院费用可直接结算。,government_work_report,115,za,zh
Gyagiengz caengzdaej goenggungh vwnzva fugsaeh.,加强基层公共文化服务。,government_work_report,116,za,zh
"Saedhengz cienzminz cangqndang giva, gyoengq yindungyenz youq Lijyoz Auyinvei、Canzauvei caiq cauh ok cingzcik ndei.",实施全民健身计划，体育健儿在里约奥运会、残奥会上再创佳绩。,government_work_report,117,za,zh
"Bi'gvaq mbangj deihfueng daegbied dwg Cangzgyangh liuzyiz fatseng raemxrongz raemxdumh youqgaenj daengj caihaih, doenggvaq gibseiz mizrengz bae guh ciengjyiemj gouqcai, gaenjgip senjdieg anceiq 900 lai fanh vunzbaez, hanhdoh ceiq daih gemjnoix le caihaih sonjsaet, hoizfuk dauq hwnq miz bouhloh bae guh.",去年部分地区特别是长江流域发生严重洪涝等灾害，通过及时有力开展抢险救灾，紧急转移安置900多万人次，最大限度降低了灾害损失，恢复重建有序进行。,government_work_report,118,za,zh
"Bet dwg doicaenh cwngfuj gensez caeuq ceihleix cauhmoq, aen biengz baujciz huzndei onjdingh.",八是推进政府建设和治理创新，社会保持和谐稳定。,government_work_report,119,za,zh
"Gozvuyen daezcingj Daengx Guek Yinzda Cangzveijvei saemjlwnh faplwd yian 13 gienh, ceiqdingh coihdingh hingzcwng fapgvi 8 gienh.",国务院提请全国人大常委会审议法律议案13件，制定修订行政法规8件。,government_work_report,120,za,zh
"Laebndei aen gihci goenggungh gezcwz ciepsou gij yigen yinzminz, nyinhcaen banhleix gij genyi yinzda daiqbiuj caeuq gij daezanq cwnghez veijyenz.",完善公共决策吸纳民意机制，认真办理人大代表建议和政协委员提案。,government_work_report,121,za,zh
"Doicaenh hongsaeh cwngci goenghai, sengj gaep cwngfuj bouhmonz gienzlig caeuq cwzyin cingdan ndaej cienzmienh goengbouh.",推进政务公开，省级政府部门权力和责任清单全面公布。,government_work_report,122,za,zh
"Lai roengzrengz dukcaz gyaepdawz cwzyin, cujciz guh daihsam baez Gozvuyen daih dukcaz, doiq cungj cingzgvang doeksaed gij cwngcwz gemj bae gij swnghcanj naengzlig lai yawz de、ndawbiengz douzswh daengj guh cienhangh dukcaz caeuq fueng daihsam bingzguj, yiemzsuk cazbanh gij hingzveiz mbangj giz deihfueng famh gvidingh saen hwnq hanghmoeg gangdiet、swnghcanj siugai ""gangdiuz yaez"".",加大督查问责力度，组织开展第三次国务院大督查，对去产能、民间投资等政策落实情况进行专项督查和第三方评估，严肃查处一些地区违规新建钢铁项目、生产销售“地条钢”等行为。,government_work_report,123,za,zh
"Gyagiengz ancienz swnghcanj gunghcoz, saehhux cungjliengh caeuq saehhux hungloet、daegbied hungloet soqliengh laebdaeb doekdaemq.",加强安全生产工作，事故总量和重特大事故数量继续下降。,government_work_report,124,za,zh
"Gyarem gyoebhab ceihleix ndawbiengz cianh, ciuqfap dwkceih famhfap famhcoih, mizrengz henhoh guekgya ancienz caeuq goenggungh ancienz.",强化社会治安综合治理，依法打击违法犯罪，有力维护了国家安全和公共安全。,government_work_report,125,za,zh
"Netsaed guh ""song hag it guh"" hagsib gyauyuz, nyinhcaen doeksaed gij cingsaenz Dangjcunghyangh bet hangh gvidingh, giengiet niujcingq ""seiq fungh"", yiemzyiemz caephengz Gozvuyen ""dingh fap sam cieng"".",扎实开展“两学一做”学习教育，认真落实党中央八项规定精神，坚决纠正“四风”，严格执行国务院“约法三章”。,government_work_report,126,za,zh
"Ciuqfap fadceih buek vunz baihrwix ndeu, fanj baihrwix doucwngh cauxbaenz aen seiqdaeuz baihrwix cijndaej cug ngoenz cug noix.",依法惩处一批腐败分子，反腐败斗争形成压倒性态势。,government_work_report,127,za,zh
"Bi gvaqbae neix, gij vaigyauh guek hung miz Cungguek daegsaek haenx gig miz cingzyauq.",过去一年，中国特色大国外交卓有成效。,government_work_report,128,za,zh
"Siz Ginbingz cujsiz daengj doengh boux lingjdauj guekgya raeuz bae cunz lai aen guekgya, camgya doengh gij hozdung hungnaek de, lumjbaenz Ya Dai Ginghhoz Cujciz Boux Lingjdauj Aen Veiyi Mbouj Cingqsik、Sanghaij Hozcoz Cujciz Funghvei、Gimcien Guekgya boux lingjdauj doxraen、Hwz Anhcenz Funghvei、Lenzda baenzroix veiyi gaep sang、Ya Ouh Soujnauj Veiyi、Dunghya hozcoz boux lingjdauj baenzroix veiyi daengj.",习近平主席等国家领导人出访多国，出席亚太经合组织领导人非正式会议、上海合作组织峰会、金砖国家领导人会晤、核安全峰会、联大系列高级别会议、亚欧首脑会议、东亚合作领导人系列会议等重大活动。,government_work_report,129,za,zh
Hai baenz aen Lanzcanghgyangh - Meizgunghhoz Gapguh Mbat It Veiyi Boux Lingjdauj.,成功举办澜沧江－湄公河合作首次领导人会议。,government_work_report,130,za,zh
"Caeuq gij guekgya hung youqgaenj de doxbang gapguh ndaej daengz gyagiengz, caeuq gij guekgya seiqhenz cienzmienh gapguh lienzdaemh doi baenaj, caeuq gij guekgya cingqcaih fazcanj doxndei gapguh mboujduenh gyalaeg, caeuq Lenzhozgoz daengj gozci cujciz lienzhaeh engqgya maedcaed.",同主要大国协调合作得到加强，同周边国家全面合作持续推进，同发展中国家友好合作不断深化，同联合国等国际组织联系更加密切。,government_work_report,131,za,zh
Gaenxmaenx coicaenh gaijgwz caeuq laebndei aen dijhi ceihleix seiqgyaiq.,积极促进全球治理体系改革与完善。,government_work_report,132,za,zh
Doidoengh 《Bahliz Hezding》 canjseng yauqlig.,推动《巴黎协定》生效。,government_work_report,133,za,zh
Ginghci vaigyauh、yinzvwnz gyaulouz cwngzgoj lailai.,经济外交、人文交流成果丰硕。,government_work_report,134,za,zh
Giendingh henhoh diegdeih cawjgienz caeuq haijyangz gienzik guekgya.,坚定维护国家领土主权和海洋权益。,government_work_report,135,za,zh
"Cungguek dangguh aen guek hung gamj rap cwzyin, youq ndaw hongsaeh gozci caeuq digih fazveih le gensezsing cozyung, vih seiqgyaiq hozbingz caeuq fazcanj guh'ok gunghawj hungnaek.",中国作为负责任大国，在国际和地区事务中发挥了建设性作用，为世界和平与发展作出了重要贡献。,government_work_report,136,za,zh
"Gig hoengh angqhoh Cungguek Gungcanjdangj laebbaenz 95 hopbi, gig hoengh geiqniemh Cungguek Gunghnungz Hungzginh cangzcwngh ndaej hingz 80 hopbi, goenghai biujsiq gij giengiengz eiqceiq raeuz mbouj lumz simnyienh codaeuz、laebdaeb baenaj, hoenxhingz sojmiz hojnanz, sienmingz yienh'ok gij gietsim giendingh daengx guek yinzminz byaij ndei diuz roen cangzcwngh moq、mboujduenh caiq duedaeu ndaejhingz.",隆重庆祝中国共产党成立95周年，隆重纪念中国工农红军长征胜利80周年，宣示了我们不忘初心、继续前进、战胜一切困难的坚强意志，彰显了全国人民走好新的长征路、不断夺取新胜利的坚定决心！,government_work_report,137,za,zh
Gak boux daiqbiuj!,各位代表！,government_work_report,138,za,zh
"Gij cingzcik bi gvaqbae neix aeundaej, dwg aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh haedsim cingqdeng lingjdauj cij aeundaej, dwg daengx Dangj daengx ginh daengx guek gak cuz yinzminz doxgiet buekguh cij aeundaej.",过去一年取得的成绩，是以习近平同志为核心的党中央正确领导的结果，是全党全军全国各族人民团结奋斗的结果。,government_work_report,139,za,zh
"Gou daiqbiuj Gozvuyen, yiengq daengx guek gak cuz yinzminz, yiengq gak minzcuj dangjbai、gak yinzminz donzdij caeuq boux mizmingz gak gyaiq, biujsiq caensim docih!",我代表国务院，向全国各族人民，向各民主党派、各人民团体和各界人士，表示诚挚感谢！,government_work_report,140,za,zh
"Yiengq gyoengq beixnuengx Yanghgangj Daegbied Hingzcwnggih、gyoengq beixnuengx Aumwnz Daegbied Hingzcwnggih、gyoengq beixnuengx Daizvanh caeuq gyoengq beixnuengx youq rog guek, biujsiq caensim docih!",向香港特别行政区同胞、澳门特别行政区同胞、台湾同胞和海外侨胞，表示诚挚感谢！,government_work_report,141,za,zh
"Yiengq doengh aen guekgya cwngfuj、gozci cujciz caeuq gak guek baengzyoux gvansim caeuq haeujcoengh Cungguek yendaiva gensez saehnieb haenx, biujsiq caensim docih!",向关心和支持中国现代化建设事业的各国政府、国际组织和各国朋友，表示诚挚感谢！,government_work_report,142,za,zh
"Dou hix singjsag yawjraen, ginghci sevei fazcanj ndawde lij miz hojnanz caeuq vwndiz mbouj noix.",我们也清醒看到，经济社会发展中还存在不少困难和问题。,government_work_report,143,za,zh
"Ginghci demmaj gij doenghlig baihndaw lij aeu gyaak, mbangj hangznieb swnghcanj naengzlig lw lai youqgaenj, mbangj giyez swnghcanj ginghyingz gunnanz haemq lai, digih ginghci fazcanj baeyiengq faenvaq, caizcwng soucei mauzdun haemq hung, ginghci ginhyungz fungyiemj huxndumj mbouj yungz yawjlawq.",经济增长内生动力仍需增强，部分行业产能过剩严重，一些企业生产经营困难较多，地区经济走势分化，财政收支矛盾较大，经济金融风险隐患不容忽视。,government_work_report,144,za,zh
"Vanzging uqlah hingzseiq ciuqgaeuq yiemzhaenq, daegbied dwg mbangj dieg deihdeih ok mokfaenx lailai, ceihleix banhfap aeu caiq gyaak.",环境污染形势依然严峻，特别是一些地区严重雾霾频发，治理措施需要进一步加强。,government_work_report,145,za,zh
"Ranzyouq、gyauyuz、ywbingh、ciengxlaux、gijgwn gijyw ancienz、souhaeuj faenboiq daengj fuengmienh, cungqvunz yinzminz lij miz haujlai giz mbouj habhoz.",在住房、教育、医疗、养老、食品药品安全、收入分配等方面，人民群众还有不少不满意的地方。,government_work_report,146,za,zh
"Meizgvang、gencuz、gyaudoeng daengj lingjyiz ok di ancienz saehhux hungnaek ndeu, hawj vunz sim'in.",煤矿、建筑、交通等领域发生了一些重大安全事故，令人痛心。,government_work_report,147,za,zh
"Gij hong cwngfuj lij miz giz mbouj gaeuq ndei, miz di gaijgwz guhfap caeuq cwngcwz doeksaed mbouj daengz vih, doengh gij vwndiz laeng giyez soufeiq lai、cungqvunz hoj banhsaeh daengj lij haemq doedyienh, youq ndaw hingzcwng caepfap lij miz gij yienhsiengq mbouj gveihfan mbouj goengcingq mbouj vwnzmingz, siujsoq ganbu gik hong ngaiz hong、doi sam doi seiq, mbangj lingjyiz seiz mbouj seiz ok baihrwix vwndiz.",政府工作存在不足，有些改革举措和政策落实不到位，涉企收费多、群众办事难等问题仍较突出，行政执法中存在不规范不公正不文明现象，少数干部懒政怠政、推诿扯皮，一些领域腐败问题时有发生。,government_work_report,148,za,zh
"Dou itdingh aeu mienhdoiq diuhcan, gamj bae rapdawz, caenhrengz bae guh ndei gij hong cwngfuj, mbouj hawj lizsij sawjmingh najmong, doiq ndaej hwnj gij daknaek yinzminz.",我们一定要直面挑战，敢于担当，全力以赴做好政府工作，不辱历史使命，不负人民重托。,government_work_report,149,za,zh
Ngeih、Cungjdaej Baijbouh Gij Hong 2017 Nienz,二、2017年工作总体部署,government_work_report,150,za,zh
"Bineix yaek hai Cungguek Gungcanjdangj Daih Cibgouj Baez Daengx Guek Daiqbiuj Daihhoih, dwg Dangj caeuq guekgya saehnieb fazcanj ndawde bi miz yiyi hungnaek ndeu.",今年将召开中国共产党第十九次全国代表大会，是党和国家事业发展中具有重大意义的一年。,government_work_report,151,za,zh
"Guh ndei gij hong cwngfuj, aeu youz aen Dangjcunghyangh aeu Siz Ginbingz dungzci guh haedsim haenx daeuj lingjdauj, yaengx sang mbaw geiz hungmbwk yiengh sevei cujyi miz Cungguek daegsaek, cienzmienh gvancez gij cingsaenz aen Dangj Cibbet Daih caeuq Cibbet Gaiq Sam Cungh、Seiq Cungh、Haj Cungh、Roek Cungh Cienzhoih, aeu Dwng Siujbingz Lijlun、""Sam Aen Daiqbiuj"" Cung'yau Swhsiengj、Gohyoz Fazcanjgvanh daeuj dazyinx, haeujlaeg gvancez gij cingsaenz Siz Ginbingz cungjsuhgi baenzroix gangjvah youqgaenj caeuq gij leixniemh moq swhsiengj moq canloz moq guenj guek leix cwng, dungjcouz doicaenh gij cungjdaej baijbouh ""haj yiengh gyoebbaenz aen cingjdaej ndeu"" caeuq boiqhab doicaenh gij canloz baijbouh ""seiq aen cienzmienh"", genhciz aen diuh goek gunghcoz youq ndaw onjmaenh gouz baenaj, laebmaenh caeuq gvancez doeksaed gij fazcanj leixniemh moq, hab'wngq gaemdawz gij yiengh cingqciengz moq dazyinx ginghci fazcanj, genhciz aeu daezsang fazcanj caetliengh caeuq yauqik guh cungsim, genhciz gij cwngcwz lohnaemj hungzgvanh cwngcwz aeu onjmaenh、canjnieb cwngcwz aeu cinjcingq、veizgvanh cwngcwz aeu lingzvued、gaijgwz cwngcwz aeu maenhsaed、sevei cwngcwz aeu dakdaej, genhciz aeu doicaenh gaijgwz gij gezgou mbiengj gunghawj guh cawjsienq, habdoh gyahung cungjdaej aeuyungh, gyagiengz yawhgeiz dazyinx, gyalaeg doenggvaq cauhmoq bae daiqdoengh, cienzmienh guh ndei onjmaenh demmaj、coicaenh gaijgwz、diuzcingj gezgou、hawj beksingq gwndaenj miz ndeicawq、re fungyiemj gak hangh hong, baujciz ginghci bingzonj cangqheiq fazcanj caeuq aen biengz huzndei onjdingh, aeu gij cingzcik gig ndei bae couxciep aen Dangj Cibgouj Daih ciuq yawhgeiz ciuhai.",做好政府工作，要在以习近平同志为核心的党中央领导下，高举中国特色社会主义伟大旗帜，全面贯彻党的十八大和十八届三中、四中、五中、六中全会精神，以邓小平理论、“三个代表”重要思想、科学发展观为指导，深入贯彻习近平总书记系列重要讲话精神和治国理政新理念新思想新战略，统筹推进“五位一体”总体布局和协调推进“四个全面”战略布局，坚持稳中求进工作总基调，牢固树立和贯彻落实新发展理念，适应把握引领经济发展新常态，坚持以提高发展质量和效益为中心，坚持宏观政策要稳、产业政策要准、微观政策要活、改革政策要实、社会政策要托底的政策思路，坚持以推进供给侧结构性改革为主线，适度扩大总需求，加强预期引导，深化创新驱动，全面做好稳增长、促改革、调结构、惠民生、防风险各项工作，保持经济平稳健康发展和社会和谐稳定，以优异成绩迎接党的十九大胜利召开。,government_work_report,152,za,zh
"Gyoebgyonj faencek gij hingzseiq ndaw guek rog guek, raeuz aeu guh ndei cungfaen caepcawq bae wngqdoiq aen hingzseiq engqgya fukcab yiemzhaenq haenx.",综合分析国内外形势，我们要做好应对更加复杂严峻局面的充分准备。,government_work_report,153,za,zh
"Seiqgyaiq ginghci demmaj naiqniek lij cingq laebdaeb roengzbae, gij swhcauz ""nyig cenzgiuzva"" caeuq gij baeyiengq baujhoh cujyi ngiengxgyaeuj, cujyau ginghcidij cwngcwz byaijyiengq caeuq roenx ok rog yauqwngq bienqsoq haemq hung, gij yinhsu mbouj onjdingh mbouj doekdingh de demlai yienhda.",世界经济增长低迷态势仍在延续，“逆全球化”思潮和保护主义倾向抬头，主要经济体政策走向及外溢效应变数较大，不稳定不确定因素明显增加。,government_work_report,154,za,zh
"Guek raeuz fazcanj cingq youq duenh gvanhgen lumj benz lingq gvaq gemh, ginghci yinhhengz lij miz mbouj noix mauzdun caeuq vwndiz doedyienh.",我国发展处在爬坡过坎的关键阶段，经济运行存在不少突出矛盾和问题。,government_work_report,155,za,zh
"Gunnanz mbouj ndaej guj noix, saenqsim mbouj ndaej soengdoengh.",困难不容低估，信心不可动摇。,government_work_report,156,za,zh
