Bahnaric,Vietnamese
"Ê lah, khõ khăi kơ kiơ kơtỡng kơ bă bre. Dang,. Dẽch ani iung dui ba kơpô sư đống hnam to năm la iõk bre duch. Lung,. Lang ani.","Ô kìa, chẳng có khó gì một khi cha của. Dang,. Dẽch đã nghe tin ấyx ông ta biết rõ chuyện này nên dắt con trâu mình đến nhà rông, chuộc lấy hai cô. Lung,. Lang."
kê̆.,kế
"Gô kiơpao pơu iung kơdâu to wôk wôk wôk, kơdâu rah blei rah:. Tẽ mẽ băn. Diông. Sẽn. Grẽn pơm băt băt tơpă.",Con vượn trở lại con neười mà chạy trốn gió theo dập dềnh nghe vang vọng vừa chạy vừa chửi rủa: đụ mẹ. Diông. Sẽn. Grẽn hay thật.
Tbttg biem. Oh ko lui apinh biem nam lang anih del de to'bich. SO au;.,"Các bà đến mà xem chỗ. Người đã nằm,"
Băh truh boih.,Cuối cùng rồi cũng tới đích
Khul dân vân rim kơ̆p xang tơtam pơđăp ‘bơl đon ăn kơ̆p uy pơgơr pơm tơdrong dân vân.,Ban dân vận các cấp kịp thời tham mưu cấp ủy chỉ đạo triển khai thực hiện nhiệm vụ cơng tác dân vận.
pinh.,đòi
Nơ̆r bơngai hơgei pơma pơm ăn kơ đe pơyom; mă-lei nơ̆r bơngai kơtul pơma ba tơdrong răm kơdih akâu.,"Miệng người khôn thốt ra lời đáng mến; môi kẻ dại làm nó phải diệt vong,"
ESA 9.,Chương 09
Inh pã put kơ e.,Ta không tin đâu.
"Lăp lu bơngai Êphraim 'bôh tơdrong jĩ lu sư. păng. Juda kữm 'bôh bóih rơka lu sư, kơplah noh Êphraim năm tơ char. Asiri, păng ụãm apinh pơtao tơm. Jarep tơgũm.","Khi Ép-ra-im thấy mình mắc bệnh và. Giu-đa thấy vết thương của mình, thì Ép-ra-im đã đến với Át-sua, và đã sai sứ đến hầu vua cả."
Elise khan.,Ông Ê-li-sa bảo
Giông pơma rơgei tôm tẽch dẽch lah.,Người ta đồn. Giông thuộc dòng dõi thần linh đấy
"Yesu khan kor stf: “Yua kor kior ih khan. Inh bomgai 'Idmg torpat? Kon bomgai tfh kor dei bu 'Idmg ttfpat oh, pom. Kra. Yang 'Bok. Kei-Dei dech ’lomg torpat.","Đức. Giê-su đáp: ""Sao anh nói tôi là nhân lành? Không có ai nhân lành cả, trừ một mình. Thiên. Chúa."
"Bi todrong. Yohan pom ko de 'batem noh s& dong bu an, ddng 'Bok. Kei-Dei dah ddng kon bongai?”.","Vậy, phép rửa của ông. Gio-an do đâu mà có? Do. Trời hay do người ta? """
Bar nu pơ hram.,Hai học sinh
"Kơchĕng gah iĕm, dăm ah... kơplah nhôn jang wây dăm.",Chúng ta chẳng muốn xa rời các con.
"Bok. Kei-Dei atŏk sư wă kơ sư 'bôh tơdrong mă tam kơtơ̆ng, tơdrong kon bơngai ưh kơ pơ̆n pơma.",và người ấy đã được nghe những lời khôn tả mà loài người không được phép nói lại.
Pang iem ktfm pop uh lu sif jak dong polei au polei to.,"các người sẽ giết và đóng đinh người này vào thập giá, đánh đòn người kia trong hội đường và lùng bắt họ từ thành này đến thành khác."
"minh pôm rơmo dăm, minh pôm triu kon tơno, minh pôm triukon minh sơnăm, yua wă pơm tơmam soi 'buh;.","một con bồ đực tơ, một con chiên đực, một con chiên con giáp năm, dùng về của-lễ thiêu;"
"Dawit ktfm chong ba lu bomgai kidr stf nam ham hnam domd lu stf, nam mom na chS oei tor lu porlei lam toTing. Hebron.","Còn những người đi theo ông, ông Ða-vít cũng đưa họ lên, mỗi người cùng với gia đình mình, và họ ở các thành vùng. Khép-rôn."
Ha ê lah đe mon. Diông. Sẽn. Grẽn.,Hà ê nào. Diông. Sẽn. Crrỗn cháu à.
Ih răkơtũm tơgũm dih băl.,Bác làm ơn báo tin cho bâ con trong làng di đông dủ và họ hàng bên nhà gái không được thiếu một ai
"BDên akâu hoh, mă tơpă sư hrũk ao lồ, ao ei pang lalì pah songiẽng gơhret ala kơtơh păng klak, ani kữm wă rơhơi bar kalah lam peng ka dam 6m toh hmdm arang pang trom klok bang tom.","BDên ở trần, thực ra cô mặc áo ló, một loại áo hai mảnh bó chắc phần dưới ngực và bụng, nó gần như hở hai phần ba bầu vú căng tròn và lỗ rốn rất chi tự nhiên"
"Inh mơn tơglẽl bốt hơlồng, đak măt kữ bip bip ior.","Tôi cảm thây nghèn nghẹn ở nơi họng, nước mắt cứ chực trào ra."
inh sa kơrem.,tôi ăn kem
"Lap. Yesu 'boh lu sif dei don lui thofcnoh, na. Sif khan ko? Befngai hofwen ei: “O’ dam, tefdrong yoch ih. Inh pcfklaih di boih.”.","Thấy họ có lòng tin như vậy, Đức. Giê-su bảo người bại liệt: ""Này con, con đã được tha tội rồi."""
"Đei minh pôm pơlei iĕ, bơngai oei tŏ sĕt đĕch, đei minh 'nu pơtao mơdrŏng pran kơtang năm wă wang blah pơlei noh.",Có một thành phố nhỏ và ít dân cư. Một ông vua hùng mạnh tiến đến bao vây thành và xây dựng những công sự lớn để tấn công.
"Thoi noh 'Bôô iŏk. Rut pơm akăn, bre sư oei hơdai,. Kră. Yang ăn kơ. Rut anăp na tơpŭ kơ minh 'nu kon drŏ-nglo.","Như vậy,. Bô-ô lấy. Ru-tơ làm vợ, người đi lại cùng nàng; Đức. Giê-hô-va làm cho nàng được thọ thai và sanh một con trai."
"Salabin,. Aijalôn,. Itla,.","Sa-la-bin,. A-gia-lôn,. Gít-la,"
mi tih kial tơhlu deh.,trời mưa gió thổi mạnh
Yêsu tơblang tơdrong bơngai rei 'ba.,Giải nghĩa dụ ngôn người gieo giống
Ih hăm 'bôh ưh lu bơngai hơgei đei jang tơnăp? Sư gô dơ̆ng 'bơ̆t anăp lu pơtao sư ưh kơ dơ̆ng hơdai 'bơ̆t anăp lu bơngai hmă.,"Con có thấy người giỏi giang khéo léo? Người ấy sẽ được vào phục vụ các vua, chứ không phục vụ hạng tầm thường."
hơlĕch.,trơn
"Ô lôh mu amễ khui pha, mu đon alâng khui pha.",Bọn xấu tụ tập với nhau thành một nhóm
Bơngai bu ngôi hơdai hăm bơngai tơtông ayăt kơ bơhngol sư; Đe ăn sư pơkă pơkăm ră mă-lei ưh kơ pơ̆n pơma kiơ.,Kẻ đồng loã với tên trộm cắp là làm hại chính bản thân mình. Nó nghe thấy lời nguyền rủa mà vẫn không chịu tiết lộ chi.
"Lê̆ anô̆ kơchĕng gah ba 'bo, âu ih tŏ đon gah anhŏng. Giông dơ̆ng.",Mẹ đã nghĩ nhiều về cha lại còn lo lắng về anh. Giông nữa.
"Apsaldm kuYn wefh lu bongai nam ttf jo’p lam lu adrech adrung. Isefrael na pefka khan: “Lap 'nhong oh keftong re de hlom keng, lei athei wang dr khan: ‘Apsalom pom peftao ttf. Hebron!’ ”.","Áp-sa-lôm sai người bí mật đến tất cả các chi tộc Ít-ra-en mà nói: ""Khi anh em nghe thấy tiếng tù và thì hãy nói: Áp-sa-lôm đã lên ngôi vua tại. Khép-rôn!"""
mă minh jĭt.,thứ mười
"Lu sư dơ̆ng jum dăr kơ kơđông linh, bu 'bơ̆t yơ dơ̆ng 'bơ̆t ei. Na đĭ-đăng lu linh lăm kơđông. Miđian kơdâu, lu sư ôr păng kơdâu ôn đĭ.","Chúng đứng vây quanh trại quân, ai cứ chỗ nấy; cả trại quân bèn vỡ chạy, cất tiếng la và trốn đi."
inh bôk hok hơtaih dơng hnam.,tôi đi học xa nhà
hyơt.,quên
"iĕm 'nĕ pă arăng kơ̆l thoi lu yă 'bok iĕm mă oei tơ dêh glă sơ̆, lu sư kơchu dêh păng pơlong. Inh lớ tơdrong tăm.","thì chớ cứng lòng như hồi chúng nổi loạn, như ngày chúng thử thách. Ta trong sa mạc,"
"Bơngaikơtul 'bôh hloi tơdrong sư hil,. Mă-lei bơngai hơgei huay kơ hiởk ôh mã đe pợjãm pợịuă.",Sự giận-dữ của kẻ ngu-muội liền lộ ra tức thì; . Còn người khôn-khéo che-lấp sỉ nhục mình.
"E năng la. Giông, e gô năng ho, dêh char war e ning mônh e gô lơlĕ ai. Giông, tôm krŭng kơtŭm kơtŏng anhŏng oh đe hăp gô năm blah wang dêh char iĕm.","Giông ơi! Chàng nghe em nói đây. Chàng phải hết sức cẩn thận nhé, mai kia anh em họ hàng. Se Đak sẽ kéo nhau lên thượng nguồn vây đánh quê hương xóm làng chàng."
Mă-lei lơliơ bỡn mởng sư pơma thoi poYna nỗY bỡn kơdih?,"Vậy thì, sao chúng tá nghe ai nấy đều nói tiếng riêng của xứ chúng ta sanh-đê?"
inh bôk iok đak ăn tơ moi et.,tôi đi lấy nước cho khách uống
kĕng.,đàn tơ rưng
Bupcfm tihkorb&n.,Ai là người lớn hơn hết? (Mt 18: 1-5; Lc 9:46 -48 )
"Kefplah noh. Eliakim, kon drd-nglo. Hilkia,. Sepna pang. Joa khan kd. Rapsaka:","Ông. En-gia-kim, con ông. Khin-ki-gia-hu, ông. Sép-na và ông. Giôác nói với viên chánh chước tửu:"
ơ lĩng.,"Sau khi khách khứa dã ra về cà rồi, bà. Sĩn nói với ông. Set:"
"Ơ. Jop, mơ̆ng inh bĕ athei oei hreh, mơ̆ng inh pơma.","Này ông. Gióp, xin lắng tai nghe, im lặng đi để tôi lên tiếng nói."
sơlung aphău.,mả
"Truh tơ hơnih pơsat, đe ami bok. Set, alôh năng năng mẽ wôi, teh tơmo dốt.","Xung quanh mồ người ta treo lấp lánh những hột cườm, vàng bạc"
Pôl hiôk yua kơ sư kơtơ̆ng tơdrong đe. Kôrintô đơ̆ng. Tĭt.,Ông. Phao-lô gặp lại ông. Ti-tô ở. Ma-kê-đô-ni-a
"Bia. Sĭn pă lơlĕ pơm thoi yơ, noh jing sô̆ sôn iă dơ̆ng.",Bà bia. Sìn không biết phải nói thế nào với họ.
"Liơ lu iẽm tơbỉẽk inh hăm ti lu iẽm pơm, soh nhang 'bâu phu ăn kơlu yang nai lăm dêh char Êyiptơ, đêh char mă lu iẽm nao năm oéi, pũ iôk tơdrong pơrăm kơdih akâu. pơm kơ đe che bơle, blei hiap tơ lăm jớp-jang adrẽch adrung lăm teh đak?","Các ngươi chọc giận. Ta bằng những việc tay các ngươi làm, là dâng hương cho các thần khác trên đất. Ai cập, nơi các ngươi đến trú ngụ, khiến các ngươi phải bị tận diệt và trở nên lời chúc dữ, nên trò ô nhục cho mọi dân tộc trên cõi đất."
Mình pôm iẽr tcrmông. Krôm kon lơ lap?,Gà trống một chú. Dắt con một đàn?
"dah. Sư pơma pơtih gia tơdrong. Sư mơnat kơ kon bơngai bơ̆n? Sư pơma thoi noh pơtih gia tơdrong. Sư mơnat kơ kon bơngai bơ̆n. Lu bơngai pơtăm 'ba, sư gô hơmĕng kơ đei 'ba 'noh tơpă, lu bơngai kĕch 'ba sư hơmĕng kơ đei sa 'ba 'noh tơpă.","Hay cũng vì chúng ta mà. Người phán như vậy? Phải, chính vì chúng ta mà có lời chép:. Khi cày, thợ cày phải mong được chia phần; và khi đạp lúa, kẻ đạp lúa phải mong được chia phần."
"Tôm tơdrong đei hơgăt kơ kon bơngai lei-lăi băl ngăl:. Bơngai pơm 'lơ̆ng dah bơngai pơm kơnê̆, bơngai 'lơ̆ng rơgoh dah bơngai 'mê̆-'mach, bơngai pơyơ̆r tơmam soi dah bơngai ưh kơ pơyơ̆r, bơngai 'lơ̆ng dah bơngai pơm yoch, bơngai đei nơ̆r pơkăm pơkă dah bơngai hli kơ nơ̆r pơkă, đĭ-đăng đei iŏk hơdai minh tơdrong đơ̆ng 'Bok. Kei-Dei 'măn lê̆ boih.","Mọi người đều như nhau, cùng chung một số phận: người công chính cũng như đứa gian tà, người tốt cũng như kẻ xấu, người thanh sạch cũng như kẻ ô uế, người dâng của lễ cũng như kẻ không dâng, người tốt lành cũng như kẻ tội lỗi, người thề hứa cũng như kẻ sợ không dám thề hứa."
"Lu jrăng tăp dăr kơdeng păng jrăng đei bơlôh, lu gơwŏk păng tơlei giĕn chô̆ jrăng.","những trụ ở chung-quanh hành-lang và lỗ trụ, những nọc và dây-chạc của trụ."
"Mẽ minh pôm, kon lơlang.",Một người mẹ mà có nhiều con
"Lam soYiam m3 'bar-jit to’drau, chai. Asa pom potao de. Juda,. Elah kon drd-nglo. Baasa tbk pom potao de. Isorael. SO oei to. Polei. Tirsa, po’goT lap 'bar sOnam dech.","Năm hai mươi sáu triều. A-xa, vua. Giu-đa, Ê-la, con vua. Ba-sa lên ngôi làm vua Ít-ra-en. Vua trị vì tại. Tia-xa hai năm."
"PữPung,. SorMam khan:",Pữ. Pưng và. Sor. Mam nói:
atăk.,đặt
"E tơl kơ 'bô̆k năr mă ai mơ̆i, gah tơmam ram lê̆ dơ̆ng rŏng.",Hãy trả lời bác câu hỏi này trước đã.
"Hơ năng năng đe tơdăm. Jrai,. Lao,. PữPưng,. Sor. Mam hing xĩk, hing mil boih.","Nghe như thế lập tức bọn. Jrai,. Lao,. Pữ. Pimg,. Sor. Mam cảm thấy rất tức giận rồi họ tập hợp bàn bạc với nhau:"
"Inh băt mơ̆n iĕm kon sâu. Abraham, mă-lei iĕm wă pơlôch. Inh. Iĕm ưh kơ wă lui yom kơ. Inh bơtho hơya tŏ sĕt 'biơ̆.","Tôi biết các ông là dòng dõi ông Áp-ra-ham, nhưng các ông tìm cách giết tôi, vì lời tôi không thấm vào lòng các ông."
"Kon pơlei. Isơrael đang đơ̆ng druh puh kon pơlei. Philistin boih, na hơlơ̆k brŏk blah iŏk pơrăm kơđông sư.","Dân. Y-sơ-ra-ên, sau khi đã rượt đuổi dân. Phi-li-tin rồi, thì trở về cướp phá trại quân chúng nó."
tơ teh mă chă bôh. Se Đak:,Pơlao. Chuơh. Dreng quyết bắt được. Se Đak
"Krô hmă ih jĭ klak, ih 'nĕ pă nhă đak 'blăng ngăl hŏ, ih athei et 'biơ̆ sik hơmu tŏ sĕt wă kơ huay pă jĭ dơ̆ng.","Từ nay anh đừng chỉ uống nước lã, nhưng hãy dùng thêm chút rượu, vì anh đau dạ dày và ốm yếu luôn."
Koh ưh kơ tẽch. Hrẽch.,Chặt không đứt. Dứt
Lu sư wờt apinh mă ’bar dỗng thoi âu:,Họ lại đáp rằng:
"Mă-lei lu iẽm athei hơgăt pơm mă tôm dôm kơsỗ thoi so, 'nẽ kơ tợịur hơtũch kơ so; yua kơ lu sư alah dêh, lu sư chă đon krao ôr khan:. Bẽ bỡn! Năm pơyỡr kơkuh kơ. Kră. Yang 'Bok. Kei-Dei bỡn.","Cứ bắt chúng phải nộp đủ số gạch như chúng vẫn làm trước đây, đừng giảm bớt chi cả. Chúng là quân lười biếng, vì thế mà chúng hô lên:. Nào chúng ta đi tế lễ. Thiên. Chúa chúng ta!"
Uĕi 'Binh Đinh đơ̆i dôm adrêch kon kông?,Ở. Bình Định có những dân tộc nào?
"Mă-lei. Kră. Yang gơh hơgei! Sư bơih. Tơ'ngla ăn tơdrong pơrăm truh. Kră. Yang nơ̆r. Sư pơma ưh kơ tơplih. Sư gô iung blah lu adrĕch adrung bơngai pơm kơnê̆, păng blah lu bơngai tơgŭm lu bơngai pơm kơnê̆.","Nhưng chính. Người cũng lại khôn ngoan,. Người có thể giáng hoạ, không rút lại lời đã phán ra; Người sẽ đứng lên chống cự phường gian ác, chống cự những kẻ làm điều dữ được mời đến tiếp viện."
"Sồ' 'Bok. Kei-Dei yua. Yang. Bơhngol 'Lởng sư toiung arih. Yêsu đơng lôch. Dah. Yang. Bơhngol 'Lỡng oei lăm bồn, lei ning-mônh 'Bok. Kei-Dei kừm yua. Yang. Bơhngol 'Lờng sư tơiung arih bỡn đờng lôch mơn.","Lại nếu. Thánh-Linh của Đấng làm cho Đức. Chúa. Jesus sống lại từ ưong kẻ chết ở trong anh em, thì Đấng làm cho Đức. Chúa. Jesus-Christ sống lại từ ưong kẻ chết cũng sê nhờ. Thánh-Linh. Ngài ở trong anh em mà khiến thân-thể hay. Chet của anh em lại sống"
tơguêm.,đáp ứng
Kra. Yang sek toiang char. Eyiptar.,Ngày Ðức. Chúa trừng phạt. Ai-cập
năr tơ ning 'nhŏng noh truh.,Ngày mai anh ấy đến
"Nơ̆r pơma. Agur, kon drŏ-nglo. Jakê, tơdrong pơđơ̆k 'nâu sư khan kơ. Ithiel păng. Lukal;.","Lời của ông. A-gua là con ông. Gia-ke, người. Ma-xa. Ông. A-gua tuyên sấm như sau với ông. I-thi-ên, với ông. I-thi-ên và ông. U-khan:"
lÊsai sờ sư kữm khan thoi âu: “Đòng adrèch adrung. Jesê gô đei .minh 'nu bơngai iung pơgỡr tôm kơ khủl kon bơngai jờp kơ teh đak. Đĩ-đăng kon bơngai gô gơnang kơ 'Bok ei.”.,"Ê-sai cũng nói rằng:. Từ cội-rễ. Gie-sê. Sẽ nứt lên cái chổi cai-trị dân ngoại,. Dân ngoại sẽ ưông-cậy chổi ấy.z"
"Đơ̆ng rong kơ Êhut lĕch boih đơ̆ng hnam, lu đĭch đam pơtao năm lăng; 'bôh 'măng hnam tơ kơpal noh tang chơkăl ngăl boih, na pơma dih băl khan:. Băt dah pơtao oei pơdơh tơ hnam kơpal kơlĕ.","Khi Ê-hút đã đi ra khỏi, các đầy tớ đến xem, thấy các cửa lầu mát đều đóng gài chốt, thì nói với nhau rằng:. Hoặc vua đi ngơi trong lầu mát chăng."
"Mă-lei pơgê dơning,. Sôl klah asong kon pơlei pơm pêng khŭl, năm blah đe. Ammôn păng pơlôch đĭ lu sư dĭng truh tơ 'năr dơ̆ng. Lu kon pơlei. Ammôn kơdâu hơlah hơlang kơdih kơdih.","Nhưng sáng ngày mai,. Sau-lơ chia dân sự ra làm ba đạo, hãm dinh dân. Am-môn vừa lúc canh năm, và đánh dân. Am-môn cho đến gần đứng bóng. Những người thoát khỏi thì bị tản lạc đến đỗi không có hai người chung nhau."
"Lăm pơlei iĕm kư̆m oei đei mơ̆n bơngai lui kơiăp mă ưh kơ lơ. Ao lu. SƯ ưh kơ mơgri thoi ạo lu bơngai nai ôh. Ning-mônh lu sự gô hrŭk ao kok nơnăm hơdại păng. Inh, yua kơ lu sư lui kơjăp.","Nhưng tại. Xác-đê, ngươi có một ít người đã không làm nhơ bẩn áo mình; họ sẽ mặc áo trắng cùng đi với. Ta, vì họ xứng đáng."
eng bôh păng bă.,Tôi đi với cha
"Nhen thoi de akum lu hu, kong; borsei, borlork, kem ruk lam unh 'buh ror wa kor lek thoi yor, na lam to’drong hil pang; tordrong. Inh mil,. Inh go akum lu iem tah lam unh 'buh rdr wa ko.Iek thoi1 noh.","Như người ta gom đồng, sắt, chì, thiếc vào giữa lò, rồi thổi lửa cho chảy tan ra thế nào, thì. Ta cũng sẽ nổi cơn lôi đình thịnh nộ, gom các ngươi lại, rồi làm cho các ngươi chảy tan ra ở giữa thành như thế."
"Lu 'bok soi nai, rim năr lu sư soi kơ 'Bok. Kei-Dei. Lu sư soi pơlơ̆ng gah tơdrong yoch lu sư kơdih 'mơ̆i, na soi kơ lu kon pơlei pơla. Mă-lei gah. Yêsu ưh ôh, sư soi akâu sư kơ 'Bok. Kei-Dei minh 'măng tơ 'long pơglang tôm boih.","Đức. Giê-su không như các vị thượng tế khác: mỗi ngày họ phải dâng lễ tế hy sinh, trước là để đền tội của mình, sau là để đền thay cho dân; phần. Người,. Người đã dâng chính mình và chỉ dâng một lần là đủ."
"Tơdrong jang lu kon drŏ-nglo. Gersôn lăm. Bơsŭn wei-lăng đĭ-đăng tơmam kiơkiơ lăm. Bơsŭn. Anih. Akŭm noh wă khan che klơ̆p bơbŭng. Bơsŭn păng che pĕng 'măng bơsŭn. Anih. Akŭm,.","Chức-phận của con-cháu. Ghẹt-sôn trong hội-mạc là coi-sóc mọi vật chi can đến đền-tạm và. Trại, tức là tấm bong của. Trại và bức màn của cửa hội-mạc,"
meu bri.,mèo rừng
bluh lêch.,chui ra
"Yua kơ kiơ. Ih ôn muh măt đơ̆ng inh,. Lăng inh thoi bơngai ayăt?","Sao. Ngài lại ẩn mặt, và xem con như thù địch của. Ngài?"
"’Bok. Kei-Dei sư 'mêm, sư tơgũm bỡn dang noh boih, na bỡn ưh pà hli kơ tơdrong kiơ dờng.","Đã vậy thì chúng ta sẽ nói làm sao? Nếu Đức. Chúa. Trời vùa-giúp chúng ta, thì còn ai nghịch với chúng ta?"
"Yesu khan: “C? bual, pom b£ todrong ih wa pom?’. Na lu sif tokan rop kojap. Yesu hloi.","Đức. Giê-su bảo hắn: ""Này bạn, bạn đến đây làm gì thì cứ làm đi! "". Bấy giờ họ tiến đến, tra tay bắt Đức. Giê-su."
"bre. Gom. Iă,. Gom lung ưh kơ bôh ngang bơih.","Bây giờ. Gom. Iă,. Gom lung chẳng đến đây nữa."
Mă tớdrong inh chih pơkă kơ iĕm âu 'nao mơ̆h. Yêsu. Krist răk tơdrong pơkă âu - păng iĕm kư̆m răk tơdrong pơkă âu mơn. Yua kơ iĕmtơm hmơm đơ̆ng măng mu mă lei dang ĕi 'brưch rai wă jê̆ hơdah măt 'năr boih păng hơdah jơ̆p hlọi.,"Nhưng đó cũng là một điều răn mới tôi viết cho anh em, -điều ấy thật là thế nơi Đức. Giê-su và nơi anh em-, bởi vì bóng tối đang qua đi và ánh sáng thật đã tỏ rạng."
