Bahnaric,Vietnamese
brêm brai,xù
chĕp,bê
brêu,có lỗ thưa
brôch,một loại chim như đa đa
brôch brach,nhiều người hay vật luôn ra
brôch brôch,đổ vãi ra từng hồi
brôn,ghi ngứa
brõk,đi
brüh,thình lỉnh
brül,chồn lớn
bră,dây tròng đan bằng mây quấn quanh cổ trâu có
brăi,đủ
brăm,tạm
brăng,đen
brăp,tím
brăt,hết hơi
brŏ,đan
brŏ đơ̆i tơ lơ̆i,đàn có giây
brũng brăng,vật nhỏ bay tản mát
brơih,sượt qua
brơl,hứng khởi
brơm,ten ná
brơng,loại gùi có nắp
brơt,cướp giật
brư,dữ
brẽ,cẩn thận
brẽch,hoang dại
brẽch brach,nhiều hàng thẳng tập
brẽk,mới lú kim ơleia
brẽk brök,nói chuyện to nhỏ thân mật
brẽl,hạt nhỏ
brẽl brẽỉ,theo sát giót không sa
brỉk brũk,nói chuyện thì thầm
brố,sấp
brổk,thì
brổm,lực lưỡng
dră,bề
brỗ dổng,gần trưa lối  giờ sáng
brỡk,thầm
brỡp,màu tím
brữ,lễ bỏ mã
btftö,ngu dốt
btíxỗ,rủ nhau
bu,ai
hơjâm,bễ
kơnang,bệ
pơ,bẹ chuối
buch,nhổ
kơpal,bề mặt
bui,nhộn
buk,chăn
hrah,ben
bul,bù nhìn
buluch,một bãi nhỏ
'ni,bên
bum greu,lạc
bum tên,mài
bung,dạ này
duk,bến
bur,nước cơm
byeh,sĩ
byiíi byai,bay tứ tán
bàn,bơlăm tay
bã,thiên
bãl,chúng
bêm byơi,làn tóc đẹp gợn sóng 
bê̆,"tiếng ""bịch"" của vật rơi xuống đất"
bô,nhà cháng
bôch,một loại mới nhỏ màu đen hoặc màu trắng
bôdih prah ba,cái bồ
bôk bôk,màu xám xám
bôm,mù
bôn,bắp thịt ở cánh cánh gà
bông,to
bônh,dễ
dơnŏk,bến cảng
bôt,thần số mệnh
gah agah,bên cạnh
bô̆,lồi
bô̆i,bể
'do,bến đò
bô̆k klă jal,đi chài
bök,phong
büi,sợi
bük,chìm
bün,đặt ân
ring,bên ngoài
büt,thủng
tơnŏk hơ trơ̆m đak,bến nước
bă hơ kăn,cha vợ
bă kơ drăng,cha chồng
băch,chặt xiên
băk   kravat,đeo
bălôh,dơ
bălônh,dang
băm,cần uống rượu ngắn và thẳng
tơ nok duk,bến tàu
băng lăng,cây mằng lăng
nhơ̆i,bên trên
băr,thằn
bărkŭng,thằn lằn
tôm,bên trong
hdang xe hyuh,bến xe
băyang,thờ
bĕ,hái
bĕ tơ gơ̆,bẻ gãy
bĭ kơnă,rẻ
bĭ lah 'boh,xa lạ
bĭ mah,thiếu
bĭ thê̆,dở
bĭ trŏ,sai
bĭ wã sa,chán ăn
bĭ ăn,cấm
hnam,bệnh
bĭng bŭng,tiếng súng đại bác
bĭr,chín nŭng
bĭt bing,một loại ghè lớn
bŏ,bó
bŏ 'long ŭnh,bó củi
bŏi bŏi,nói liên tục
bŏk,đẽo khoét cây
bŏk bŏk,tiếng òng ọc múc nước vào bầu
bŏng 'bŏ,con lọai gùi có nắp
bŏr koy,thằn lằn gai
bơ jơ rang,chạm trổ
'bek,bệnh lở mép
jĭ jua tơdrong jang,bệnh nghề nghiệp
bơ'blel,nói đùa
bơ'bloh,khan
bơ'blui,chỉ nước mạnh chảy ra  đak măng lịch bơbŭk dang thoh nước mạnh chân ra từ lòng đất
bơ'bluih,trơn
bơ'blôm,tăng bỗ
bơ'blĕnh,con chừng
bơ'blơch,chỉ nước ngập mênh mông
bơ'blơh bơ'blơh,chỉ tài ăn nói rành rọt
bơ'dông,bay bóng
bơ'dăp,tháo luận
bơ'joi,nối tiếp
bơ'ngiĕng,ganh tị
bơngai jĭ,bệnh nhân
hnam bơgang,bệnh viện
'bleo,bèo lục bình
bơbeh,làm cho quen
bơblel,liu riu
bơblôt,chỉ ánh sáng lớn chiếu tỏa
bêp,bếp
bơbra,chỉ nằm ngủ trần
bơbrang,nói trôi chảy
bơbrat,miệng xin tay lấy
bơbroch,chí lúa
bơbroih,khô cứng
bơbrot,blek
bơbru bơbra,túa ra tứ phía
bơbrêk,chỉ tàn lửa văng ra
bơbrông,chỉ nhiều tiếng khóc la inh ỏi
bơbrăm,tàm tạm
bơbrăng,thẳng n băng
bơbrĕ,khẩn trương
bơbrĕt,lạnh buốt
bơbrŏk,đi đây đó  đi lang thang
bơbrŏng,chiỉ ánh lửa leo lét
bơbrũng,chỉ đàn ong hoặc ruồi nhặng bay vù vù
bơbrŭk 'bơbrăk,tiếng động cá trong hang
bơbrŭk bơbrăk,ồn ào lộn xộn
bơbuch bơbach,di chuyển đông như kiến
bơbueng,huých vai nhau
bơbuăng,để mă cửa sa
bơbŭk,chỉ lửa cháu phừng phực
bơbŭk bơblăk,lửa cháu rực khắp nơi
bơbŭk bơblă̆k,người lặn làm nước sủi tăm lên
bơbŭk bơbăh,nước mạch phun lên
bơbuỡng,để mở
bơbôch,chỉ di chuyển đông như kiến
bơbông,cửa để mở
bơbô̆k,đi đây đó
bơbăk,không biết chắc chắn  anh hiơt ao ah đak krong
bơbĕ,tiếng cảm tháng của sự thất vọng
bơbĭl,con hươu
bơbĭn bơbăn,tiếng láy chỉ đám đông lũ lượt tới
bơbŏ,chỉ trăng sắp tròn
dơnuh ŭnh ga,bếp ga
bơch,ham muốn
bơchỡng,hứa gô
bơda,cầu vòng
kơthong,bếp lò
bơdet,chen lên
bơdia,gọi là
bơdiêu,trả
tôl,bí đỏ
bơdra,chòi canh trên cây
bơdrah,tráng
bơdrang,dân tộc thăm
bơdreh,điểm báo
bơdriu,đánh thức
bơdro,buôn bán
bơdrong,một loại cú mèo
bơdruh,vi khuẩn gây bệnh  hơdruh chữ  bình đậu mùa
bơdrung,chỉ ống nứa
bơdrông bơdrang,chỉ rất nhiều côn trùng
bơngai chep kơ̆l đơng đang,bí thư
bơdrăng,chống
bơdrŏng,giàu
bơdung,con thỏ
kơ dŭng thơ,bì thư
bơdã,bày ra
bơdê,coi khinh
bơdông,cưng chiều
bơdô̆,trú
bơdăr,đánh lừa
bơdơh,ngừng lại
bơdơi,nghỉ ngơi
bơdơr,buồn nôn
bơdưng,dựng
bơga,vườn nhỏ có rào xung quanh
bơgah,riêng rẽ
dơnan,bia
bơgre,cãi cọ
bơgring,dìu đi
bơgring bơgrang,làng keng
bơgrong,gây mất ngủ
bơgruơk,"tiếng sôi bụng ""ột ột"""
bơgrĭ,dơ bẩn
bơguah,dọn vệ sinh
bơling,bịch
biên,biên
dơxĭ,biển
bơgă,rất
bơgơm,kiêu
bơgỡk,tự ái
bơgỡm,chim gầm ghì
bơgỡr,cái trị
bơha,huống chi
bơhach,nói thầm
bơhar,sắc
bơhau,làm nản chí
bơhiao,long lanh
bơhiar,chim xòe cánh
bơhil,đánh vô cớ cho bớt giận
bơhloh,làm dư ra
bơhmoi,làm cho kêu la
bơhnar,ba na
bơhnŏng,cố ý
bơhoai,giải thoát
bơhoh,mở rộng ra
bơhăng,đó tươi
bơih,chim tìm kịp
bơja,con chồn
bơjah,cãi lộn
bơjan,từ chối
bơjao,giao cho
bơjay,tranh giành
bơjot,bon chen
bơjôch,bắt lại
bơjăng,bíu vào
bơjỗ,cây rui (nhà
bơkuh,bệnh lỡ loét lưỡi
bơkôl,gò mối
bơkŏng,trái dâu đất
bơkơ̆ng,giữ ở lại
bơla,ngà voi
bơlach,nói xấu
bơlah,dai
bơlai,con bướm
bơlang,chích
bơlar,lợ
bơlit,hoa văn trên ghè
bơloh,đâm thức  ngắt lời
bơloi,quá đáng
bơlom,loại mối trắng
bơluch,chỉ người lớn trần truồng
bơluh,trần
bơluk,lảm
bơlum,loại ghè rất nhỏ để cúng thần
bơlung,dụ dỗ
bơlut,ghè có hoa văn quấn quanh thân
đak dơxi` să,biển cả
bơlêr,lờ
bơlê̆,bỏ nhau
bơlê̆ têt,hay mới lòng
bơlô,tĩu
bơlôih,cho trọc đầu
bơlôk,nuông chiều
bơlông,một loại gheè
bơlă,lộn
bơlăk,ào
bơlăng kơk,cây rau sam
bơlĭ,làm đổi công
bơlŏ,cảm
bơlŭ,lẫn
sơlam teh đak,biên cương
bơlŭk,liên
bơlơh,thay
bơlơih,chữa bệnh phù phép bằng cách đến tới số bảy
sơlam,biên giới
đak tơ nueng,biển hồ
bơlơu,người son sẻ
bơlơ̆m,gian dối (nói
bơlơ̆n,nhìn trừng trừng
bơlơ̆ng,đần
bơmeng gŏ,lọ nổi 
hnam să kơjung,biệt thự
bơn,ngựời
'biêu,biểu
bơne,cảm ơn
bơne tap ti,hoan hô
bơng,máng gỗ
bơng bơh,loại dơi lớn
bơng tơbơng,chỉ đầu tóc xõa
khul,binh
bơngai bich lăm kơ mùng,người xem ti vi
bơngai klẽ,người đi cày
bơngang,kiến ngọt
bơnge,các loại thuốc độc
bơngoh,phỉnh
bơngoi,chán nản
bơngol,hãi
bơngot,đói
bơngơt,chỉ cô gái đẹp
bơnhah,say mê
bơnhau bơnhăp,chỉ tung người la ó
bơnhol,con tê tê
anglŏ,bình
bơnhŭl,chết độc
bơnôh dih bal,giận nhau
bơnăt đak,cái đập nước
bơnũng,non
bơnơng,con vật hoang đường
bơnơ̆l,miếu thờ
bơnờm,bộ lạc sống ở miền đông kontum
bơplênh,nguy hiểm
bơroẹh,hàng cây bắc ngang trên tranh dưới để lót sàn
bơră,kể chuyện
bơrăm,làm hại
bơrơlun,trần truồng
bơrổm,giết con vật để cúng tế cho người
bơthi,lễ uống rượu bỏ mã
bơtho,dạy
bơthoa,khuyên
bơthokhan,khuyên bảo
bơti,mồ côi
bơtruh,gởi
bơtrô,hòa hợp
bơtuih,rẫy chưa đốt
bơtâu,cái mông
bơtă,che áp mía
bơtơng,chỉ bụng căng to vì ăn nhiều
bơtẽm,dán
bơvvich,xoáy
bơwôi,tiếng tượng thanh chỉ đau đớn
bơwẽnh,bốn tóc
bơxem,một loại cây dùng lá giã nhỏ đẹp vào vết rắn độc
bơxrei,bệnh sởi
bơxuh,tấn công
bơxun,chòi trú ẩn sơ sài
bơxuổt bơxuat,di di lại lại
bơxữ,di lại của cải thưa kơ
bơyao,long lành
bơyat,đi đi lại lại
bơyong,phân công việc trong gia đình
bơyôn,chuyển từng đoạn một
bơ̆,cất
bơ̆'nhĕt,làm cỏ
jing ti pơtao,binh lính
bơ̆m,ta
bơ̆n,bọn mình
bơ̆ng hơ gơ̆r,dùi trống
ang fing năr,bình minh
bơ̆t bơnăt đak,đắp đập
bư,ngủ
bưh,cũng được
bưk,loại dây rừng được xem là có thần
bưn,đánh vần từng chữ
bưu,bưu
bếng,khoác
bổ,rờ mó
bổt,)
bỗ,ươn
bỡl,ớn
bữk,tiếng trái cây rơi xuống bịch
hro,bò
cha,huống
chah,giữ bớt phần dơ của lá tranh
chah pŭng ha hơ̆i,lấy tay đập nước cho kêu
chai,bù xù
chai phŭng,nhảy xuống đất rồi chạy ngay
chak,rõ ràng
chakơ̆,nạy lên
chal,vùng đó
chan,nợ
chang,bận
chang keng,cây nẹp hai bên mái nhà tranh
chanh,chanh
chap,chim dồng tộc
char,con cáo
chau au,dây hà thủ ô
che dei lôn,váy ống
che hrăp bơ̆jang,váy mặc lao động
che hơ băn,váy quần
cheh,cán
cheh dŏk,một loại ché
cheh pơnhan,nói chung các ché bằng sành sứ
chek,gạch đường
cheleng,vùng đất bằng phẳng
chem,bò húc đất
bă,bố
chen ner,cái đẹp làm bằng hai thanh tre
cheng leng,tiếng cười rộn rã cô gái
cheo,khoét
chep,chép
cher,dày
chi wi cha wa,vùng vằng
chik,nhe răng
ching,cái chiêng
kơtơp,bồ
chinh,chính
chiu,có cảm giác
chiêm,chèn
chiêu,cái chiếu
chiêŭ,chiếu phim
cho,bệnh thấp khớp
choai,quấn dây chéo qua chào lại
choang,chuông nhỏ
choch,loại cá bống nhỏ
choh,chọt
choh wong,nhảy chồm lên
chohom,chơhoih
choi,chọt trỉa
chok,học
chok teb,kinh
chol mol,lủi thủi quay về
'ngik,bọ
chong,phát dọn
chonh,mua
chop,rình
chor,mòn
chor bong,một loại chim có lông dài trên đầu
choă,chộp lấy
choăn,gác lại
choăng,phóng đi rất nhanh
choơikoi,con cheo
chrach,xoẹt
chrah,nhúng
chraik hơwak,nói bắt quàng
chral,lánh
chrang,giọng to và rè
chrau,cái đơm bằng gai mây cá chui vào mà không ra được
chre,tỉa
chrech chroch,chỉ kẻ trước người sau
chrek,khắc
chrel,thưa
chreo,chim sáo
chrih,lạ làng
chro,chìa tay
chro pơlang,tiếng chim bồ chao hót
chro đon,nghĩ
chroah,lóc
chroh,bị tiên chảy
chroih,rạch thành đường nhỏ
chrok,hóa
chrot,thành luồng
chruh đak,tưới
chrup,lặn xuống
'bơ,bờ
chruơt,thành hàng
chrâu,hoa ra
chrêl,lấp
chrôch chrach,rĩ nước
chrông,khâu
chrô̆ chrô̆,nước chảy sối xả
chră,soi
chrăm,bừa bãi
chrĕ,võn vẹn
chrĭ,hôi hám
chrĭk chrŭk,tiếng chày giã gạo thình thịch
chrŏi,chỉ nước vọt ra ít
chrŏm,"tiếng ""tõm"" của vật nhỏ rơi xuống nước"
chrŭk chrŭk,tiếng róc rách
chrŭm,tiếng ùm của vật lớn nhảy hay rơi xuống nước
chrŭp,"tiếng ""tõm"" của vật nhỏ nhảy xuống nước"
chrơu,reo vang
chrơ̆ch chrăng,rừng có nhiều cây lớn và thẳng tắp
chrưl chrưl,nổi lành bềnh
chu,sùi
chu chi,cố gắng hết sức
chua,sãi
chuak,rút ra một cách nhẹ nhàng
chuam,lem
chuar,loại cây có gai
chuat,nỗi vân
chuet,uốn vành giỏ
chuh mŭm,ngã chúi mặt
chuih,trui
chuk,có khoang trắng
chup,chồm lên
chuêng,hóa ra
chuăk,móc
chuăl,quấn dây
chuăn,gác lại sau
chuăr,nhảy vọt lên khỏi mặt nước
chuĕch,chớp lấy
'bô,bộ
chuơt,nỗi vần
chuơ̆k,nhảy vật lên khỏi mặt nước
chuơ̆r,nhảy với lên khỏi mặt nước
châm,chấm
chê,chê
chê rơwêk,sinh sắc nhiều
chêk,chồn lớn có lông vằn
chêng,lảo
chêng grêng chê grê̆,lảo đảo
chêng klêng chang klang,đổ xuống từng mãng
chêng tơ bŭ,mã la
chêng êng chang ang,khêng khạng
chêr,óng ánh
chô,buộc
chôh,nở
chôh krôh,tiếng sột soạt
chôi,không quen
chôih,thử xem
chôk,hiện nhà
chôk chak,bướm trán khoang chân
chôl mơmôl,lại thôi quay về
chông,chèo
chôt,trở
chô̆ klêng,cột thật chặt chân vật
chô̆ kêt,cột thật chặt đầu vật
chă,chạy
chă druh,đuổi
chă jơluk jơlăk,sục sạo
chă ruih,soát
chă wă alê̆,tìm hiểu
chăk,là
chăl,chặt thành khúc ngắn
chăm,chăm
pơnơ̆ đak sĭ,bờ biển
chăn,bẫy tập để bắt cá
chăn be,loại bọ có nước đái làm phỏng da
chăn lă,dây tròn
chăng,kệ
aguõt,bọ cạp
chăng hơ,mặc kệ nó
chăr,chẻ
chăt,mọc
chăt lom,kéo da non
chĕch,chỉ mực nước bất đầu dâng lên
chĕk,thọc léc
chĕk lĕk,gần thóc khỏi gạo
kơtơp ,bồ câu
'bă tơnăi,bố chồng
chĕl,ngoại tình
chĕn,cái ly
chĕng,ngăn chia
chĕng chĕp,khoảng trống dưới đồng dông nhà
li`nh,bộ đội
chĕp hĕp,hẹp
chĕp lơ̆m 'don,thuộc lòng
chĕp tơ'nhơĭ,nhấc
chĭ,đi đi
chĭch,giằm nát
chĭl,trả nợ
chĭn,bệnh phong
bărong,bố dượng
chĭng klơk,đần tơ rưng
chĭng kri,lai
chŏi,ném
chŏng,cho cào xanh và to
chŏng hŏp,hẹp và sâu
chŭ,bệnh đậu mùa
klanh,bọ gậy
chŭ chă,con thần lần
chŭm,hôn
chŭn,chỗ sông uốn khúc
chŭng,cùng nhau
chŭp,vốc
chŭr chŭr,chim đáp muỗi
chŭt,lom
chơ,chở
'ngưk ich,bọ hung
kơ'doih kơ'doih,bò la bò lết
jrai,bộ lạc
mơmaĭ,bọ mạt
jâu,bọ ngựa
chơ le kơ vang đon,khuyên tai
chơ lơ la,chỉ mệnh lệnh hay yêu cầu
jih bơgal,bờ rào
chơ'ba,cháng cây
jih krong ( hang krong,bờ sông
chơ'beh,khêu
chơ'beng,chồi
chơ'brơ̆ chơ'bră,vật lớn để bừa bãi trên đất
bă tơnăi,bố vợ
chơ'bơ,há học miệng
chơ'doi,chổng mông
chơ'duh,tấm gỗ dựa
chơ'dŏ,sừng tơ giác
chơ'dŏk,gắt
chơ'lŭt,xô
chơ'miơm,nằm dài
chơ'mlơ̆k,chỉ tư thế đứng thẳng nằm thẳn
chơ'mok,chỉ ngồi hay đứng im thin thít
chơ'mronh,e dè
chơ'mĕ chơ mŏ,dọn trai gái đi gom củi cháu về
chơ'net,nằm có quắp
chơ'ngang,ưởn ngực
chơ'ngit,đỏ sậm
chơ'ngăk chơ'ngưt,nhiều vật nổi rõ trên bề mặt
chơ'ngơ̆r,chỉ cá đứng một chỗ
chơ'ngưi,thấy rõ
chơ'nhot,nhăn
kơlăng hăng,bọ xít
chơ'noih,năm dài
chơ'năk chơ'nôih,hai người  nằm dài trên mặt đất
chơ'rĕ,cầm trong tay
chơban,một loại ghề
chơblong,chỉ vật có hình sáng thon dài
hlum,bói cá
chơbrai,chỉ râu dài lưa thưa
chơbroi,có chòm râu thưa
'bôm,bom
chơbrôi,có râu rậm và dài
chơbrơm,râu ria xồm xoàm
chơbrơ̆p,loại cây gỗ cứng có hoa tím
chơbăp,và vào mồm
chơbŭ,một nắm tay
chơcha,nói lải nhải
chơchap,chỉ cá lớn lúc thúc trong giỏ hoặc nước cạn
chơcheh,cời than cho hồng
chơchoh,băm
chơchral,chỉ hai
chơchrô̆,chỉ nước chảy lai sáng
chơchrŭk,chỉ nước đổ xuống ào ào
chơchrưl,chỉ vật nổi lành bềnh trên mặt nước
chơchui,nóng hổi
chơchur,chui rúc
chơchă,tìm
chơchŏk,nhữ môi
chơchơng,dắt đi từ từ
chơchơ̆ng,chặt đứt
chơchơ̆t,chơchoh
chơchưi,chỉ mức nước dâng lên
chơdah,gần sáng
chơdeh,món thịt bò băm
chơdraih,cào làm bằng tre có răng để cào rác rến
chơdram,cây cháu chưa hết
chơdreh,tiếng đất
chơdro,chỉ em bé nhe răng cười
chơdroi,khác sông có đá
chơdruch,út
chơdrô,chỉ người lớn nhe răng cười
chơdrăng 'nhaih,que nhựa dính để bẫy chim
chơdŭ,loại chuối có trái kép
chơdư,khùng
chơgaih,sạch sẽ
chơgal,gài theo
chơgong,cái gáo
chơgra,chỉ một người nằm ngữa
chơgrê chơgra,chỉ nhiều vật lớn
chơgrŏi,chơgrăk chơgra
chơgrŏn,chỉ trói quặt tay sau lưng
chơgrơ,chỉ người
chơgrơ chơgra,nhiều người lớn
chơgôih,chỉ người cao to
tuh lot,bón lót
chơgăn,ngăn chia phòng
bống lõng,bóng
chơgŏng,cứng đơ
chơgơi,chim chàng ràng
chơgơu,con gấu
chơgơ̆ng,chỉ vật nhô ra thẳng đứng
chơgơ̆t,chống mạnh
chơhah,chỉ há hóc miệng
chơhai,thác
chơhlang,kềnh
chơhleng,mịt
chơhmŏk,cái muỗng
chơhmŏng,chơhmŏk
chơhngir,cào làm bằng tre
chơhnot,dác gỗ
chơhoa,tiếng thác đổ
chơhoh,trống
chơhoi,ống nứa đặt ở quan tài để nuôi người chết
chơhoih,khuya mặt hình trái xoan
chơhŭk,sâu hóm
chơhĕng,bực mình
chơihop,thung lũng này sâu và hẹp
chơikrôi,bẩn thỉu và lôi thôi lếch thếch
chơjuĕk,nhọn hoắt
chơjŭnh,đầy lông lá
chơjĕng,vắng tanh
chơjŏk,phiền
chơkang,sửa soạn chè rượu để uống
chơke,lúa xà cơn
chơkeh,hất bằng cây
chơkem,gói ghém trộn chung
chơkeng,xô đẩy
chơkep,cái đẹp gấp
chơkhong,nhô ra
chơkhot,cao chót vót
chơkhông,đẹp
chơkhŏng,trống không
chơklô,chỉ lưng còng
chơklĕk,đan dày và kín
chơklŏm,nhỏ và lõm xuống
chơkoai,chơkoi
chơkrau,khô
chơkre,chỉ nhánh tỏa ra
chơkreh,khô trụi lá
chơkrŭ,vứt
chơkrŭ chơkră,vứt bỏ nhiều vật không dùng đến
chơkrŭi,khom
chơkrŭt,dày cộm
chơkrêh chơkrah,còn để lại dấu chân
chơkrêu,lều khều
chơkrê̆,chỉ còn để lại dấu chân
chơkrôi,chỉ cách đi đứng hay ăn mặc lôi thôi
chơkrĕch,khắng
chơkrĭm,cầm
chơkrŏ,chỉ đồ vật để một chỗ không dùng đến
chơkrơ̆ng,chỉ tóc
chơkŭl,có ro
chơkŭr,khọm
chơkôm,thế ngôi hai tay chống cằm
chơkông,giàu sang phú quý
chơkăl,gài then
chơkăng,căng
chơkăt 'bơ̆l,hứa
chơkĕnh,trê
chơkŏng,giàu sang phụ quý
chơkŏr,lọm khọm
kơpaih,bông
chơkơ̆,bẩn lên
phŏng,bọng
chơlau,buồn rầu
păr 'bŏng lŏng,bóng chuyền
chơleng geng gong khă ră dă,tiếng cười rộn rã của cô gái
chơloh,chọc
chơlong,lông đuôi chim
chơlôih,ăn mặc sang trọng
chơlă,không
chơlăt,cây cà na
chơlĕ,vỏn vẹn
chơlĭnh,bậy
chơlŏng,không nghe
chơlơih,thử lần đầu tên
chơlơ̆m,bị vạ cây
chơlưng,hất bằng mõm
đa` b`o`ng lo`ng,bóng đá
chơmah,rộng rãi
chơmlang,san bằng
chơmo,hên
chơmreh,nhánh cây
chơmrơ̆p,mập mạp
chơmrưh,lọ lem
chơmuk,nhấn xuống
chơmô̆m,mu bàn tay
chơmăng,ngăm đen
chơmŏp,bĩu môi tỏ ý không đồng tình
phŏng 'nôm,bọng đái
chơneh,gùi nhỏ
mơnhal ũnh chră,bóng đèn
chơner,giấc ngủ ngắn
chơng,dẫn dắt
chơng brai,trụ
chơng guơng,sải bước dài
chơngang,một loại cây lấy mũ làm nhựa dính để bẫy chim
chơnglah,ngã đường
chơnglak,ới
chơnglom,dụng có đào lỗ làm bằng tre
chơnglơng,vật lớn đổ xuống từng măng
chơngêt,xanh lục đậm
chơngăm,khoai chí
chơngĕnh,loại muỗi rim
chơngơi,cười ha hả
chơnih,thủ bản
chơnin,loại củ rừng
chơnit,vỏ  vót
chơnoi,ống đựng lúa trỉa
chơnok,rảnh khoét dọc theo thân ná để đặt mũi tên
chele,bông tai
chơnuh,khoảng rừng bị cháy
chơnôr,"rượu ghè ""kang"" đầu tiên"
chơnĕch,vân vê
hei,bọt
chơnŭp,dúm
chơnơng,của gà
chơnơr,thức giấc
chơnơ̆k,cây vào
chơnơ̆n,chính yếu
chơnưh,phần thịt ực
chơpleu,hô răng
chơplâu,hô răng  răng nanh lại ra ngoài
chơprê,đam nhiều nhánh
chơpuih,quét
chơpĕt,thoa bóp
chơpĭl,bướng bỉnh
chơrâu,chỉ nằm để chân lòi ra ngoài
chơrê,chỉ tư thế nằm ngữa
chơrê chơra,nằm chết ngổn ngang
chơt,chỗ nước cạn cá thường đi ăn đêm
chơta,rối bù
chơthơr,chỉ một người nằm chết hay bất tỉnh
chơtuang,thanh kiếm
chơwa,mạnh
chơwei,có hình thoi
chơweu,làm chướng ngại
chơwong,ốm tong teo
chơwê̆,sưng vù
chơwơi,chim chèo bẻo
chơđah,nứt
chơđang,nẻ
chơđeh,miếng
chơđong,bẫy lớn
chơ̆k,bay bỏng
phơk,bột
chơ̆m'bai,chấm bài
chơ̆n,chịu đựng
chơ̆ng krơ̆ng,đi không vững
chư,viết
chưk,hất đổ bằng mõm
chưn,ham mê
chương,vòng đeo cổ
chư̆,miễn
chởp,gấp
chữ yao phu,thấy giảng
ctíing ring,thiếu niên tuổi
c̆hơc̆hŭl,vào và
da,điếm
da da,chim đa đa
dah,hoặc
dai mai,loại cây có gỗ đỏ
dai wai,điện múa trống cơm đẹp mắt
tơmuh,búa
dang băng,bùa
dam,dây dàm cột vào đầu bò để dắt
dan,để
jơ,bữa
dang bĭch,chỉ tư thế nằm
dang dar,loại nhái nhỏ
dang dăk,loại cào cào màu vàng
dang dŏt,quỳ
dang dŭk,hàng rào sơ soi
dang dơ̆ng,tư thế đứng
dang hah,loại ốc rất nhỏ
dang har,cây đặt chéo 
dang xơng,chân quỳ chân đứng
de de,một loại chim rất nhỏ
de drok,bìm bịp
deh,bức
del,giao cấu
del del,sắp sửa hết
jơ song sa,bữa ăn
der,chim chìa vôi
det,vắt
dĕk dơ̆k,nói chuyện chơi
dien,nút thòng lọng
kơmĭn,bùa mê
dih tong ka,cái nơm
dih tŏng ka,cái vó
'bruih,bụi
ding,"tiếng ""ầm"" đạn nổ"
ding dit,chim dù dì
ding dơng,tiếng cồng chiêng
ding et xik,cần trúc
diong,chước
diên,diễn
diê̆,vẹt
diĕn,lâu hết
diĕng,cấm kỵ
djăl,ngắn
do,chậm rì
do tơdo,dài lòng thòng
doa,vị anh hùng dân tộc bana
