Bahnaric,Vietnamese
inghêrô,ngục tổ tông
kơtơch,tức
'lơ'lĕl,phóng đãng
grang grang,tiếng làng keng của cong đồng va chạm vào nhau
pơjơ̆l,làm phiền
gơdơ̆k,sôi
kăl,chặt bằng rìu
jram,cháy hết
tơcheh,thêm
koh,chém
phôm,rắm
gơdơl,tắc
tơtheng,liếc dao cho sắc
'nhôn 'nhôn,kéo dài ra
kơdrei,trước mặt
hn,hn
srŏng,chông
pơhek,xé chia cho nhau
đai ngô̆,đãi ngộ
hrơ kơ kiơ,ngại gì
pơngach,làm nguội
'ngir,diện
trô̆ chơ khŏ,mang giày
rim tơdrong,trường hợp
đinh văn lơm,đinh văn lơm
cho khŏ,giày
'jơ'jih,mưa rỉ ra
kŏch,xíu
hơbông,loại cây sậy
'long kafê,cây cà phê
đak măt lĕch,lệ rơi
klom,vồ môi
tơnôm,góp sức
tơ'lơ̆ pơ̆k tơ kơ̆l,xô ngã
pơhăng,trái ớt
lam jung,lạm dụng
amrĕak,ớt quạ
tơwĕch tơwŏch,méo mó
hơnang,hiện giờ
'juit ' juat,đen khịt
pơm so ̆ k,làm lông
tơluẽnh,co mình lại
lăm pơ srăm,lớp học
hơrnăt,trang bị
kuơ̆l,sủa
chơdram,cây cháu chưa hết
kông groi,đồi
pơtuổl,ổ mối
tơbla măt,hoa mắt
chuơh đak dơxĭ,cát biển
'bok kla pơhum,con hổ
brong,gùi
'long thưk vaih,thước
tơ'nhrăk tơ’nhrăng,chỉ nhiều người đứng thẳng bất động
pơang,hãnh diện
jơỉíp,tối đen
rơmlôh,phì nộn
hơ'bŭk,mau mục
nhĭl,lình
hrai,con giòi
pơ năr sem,cánh chim
rơih,chọn
tơnam yă kiơ,loại gì
grĕng nĕng,lục lạc
bơngai kră,người già
tơnhu,một loại gâu
tơrưh,rảy
choh,chọt
hŏk hơ bu lăm to,triết học duy tâm
bơhnŏng,cố ý
lơ̆p,lập
pơxrep,họp mặt
đak toh mĕ,sữa mẹ
tơm khul hat,nhạc trưởng
khĭn,can đảm
bơlŭ,lẫn
srồk,rân
chĭt kơ̆l,bịt đầu mối
tôlô,dân tộc tôlổ
tang taih,chim chìa với
pơsau,chú rể
plaih,độ
hngiêl tep,giấc ngủ
'duơ̆n,nón lá
tăng ar,sâu nái  
kơdŭn,lui
hơyơ̆l along,rợp bóng cây
hơ'dang,chậm rãi
pơdrơ̆ng,báo tin
ui,uỷ
mă 'nă,cười cười nói nói
kơ di teh đak,chính phủ
pă hiôk klak,não ruột
teh bri,giang sơn
hiou,biết đâu chừng
sơnong,nhiệm
kơ'mŭng,gói trong vạt áo
pơhle,chọc chơi
chưk danh,chức danh
plŭn,con nòng nọc
pơhnhơ̆m,giải tội
dơbŭk dơbăk,nhiều hoa nở rộ
nhôn,chúng ta
chho ̆ ng io ̆ k ka,vớt cá
tơrăk,chăm sóc lẫn nhau
tơlãng,đùm bọc
tơbrẽt,trầy
hơdrok,da hay võ cứng thú vật
pĭm tru,bướu cổ
chơkŭp,chái
hlok,nửa sải
hlom,lỡ
kơ'ngă,rước cổ lên nhìn
pơvvẽch măt,diễn xiếc 
sãr,đất đỏ
juăt kơeng,cưng
pơsĕl,lẻ loi
tơbũch,trốc gốc
nhơ như̆r,phệ
'bon,may mắn
jroh,hình trái xoăn
tơ dra kuĕch mĭnh,dấu ngoặc đơn
leh,chỉ sự đau đớn
gơi,gửi
tơhlôih,mịn màng
khoă,chìa khóa
hla ar pơ tơm,giấy mời
pơdran,biển giới
hơlơ ̆ ba,xới lúa
chơ nglai ao,lai áo
pơxrôp,ăn mặc đẹp
jơjõk,cằn nhằn
hơjâm săng,rèn lại dao
nhưh,kiểm tra
kơjuơl,mình trần đóng khố
rơ'bơh,vụng về
hơtang,giải
pơpơk,làm ngã
pơ'leh,lãy cò
'ba kon drŏ nglo alơ̆p,bố cu
gơgŭ,rung
giơ,đòi
bro long lơ lĕi,đồn điền
'ngĕnh 'ngĕnh kơ̆l,lắc đầu
tơroih,sượt trên mặt đất
tơtar,gằn tấm hay
chuăr,nhảy vọt lên khỏi mặt nước
grăt,ngưỡng ngùng
pơngeh,hứa suông
pơsư̆,kế thừa
kơsaĭ,té
tơđưr tơdar,hang có nhiều ngõ ngách
hum,sàng sảy
hnih hat xoang,sân khấu
ơ̆r ơ̆r,tiếng nói chuyện
ami`n,ăm
ple`i nâr tơ plih,đại từ
chơnĕng,tường
kơmlŭng,vào thời
pơsuât,chắn lại
hnam să kơjung,biệt thự
thơi vu,thời vụ
hnăm,năm
pơtŏ,hâm
tơm jơ hngâm,nguồn lực
tơkong nuh ũnh,khuôn bếp
kơ̆n,lượng sức mình
hơdrah,trưởng thành
pơlìĩt,cúcbâm
uĕt,ngoe
tơdra kră sơ̆,di tích
pơprẽp,bặm môi tỏ ý không hài lòng
pơk lep tơbăt,niêm yết
tơha,vạch
nghiêm,nghiệm
rơriíng,đãi
gơnơ̆m,cái nơm để chúi cá
gai lông,sạch sành sanh
pơne,vừa đủ
kơ'lŭng,lật cối giã gạo
blê̆,xớt
pơxăr,vu oan
drueng bơbŭk,chỉ dậy nhà to đẹp
dơhŭt,người mập mà lùn
drĕng,nanh
pơhach,làm tan
hôi nghi,hội nghị
adrol,kích
pơhoach,phung phí
kơlŭm,kín
kơjŏl,ngắn ngắn
pơglơ̆m,nói et
kơhreh,thương tâm
'biê̆,hiếm
wă jê̆ păt,gần tắt
hănh,teo
kơ dĕm,hành
dang xơng,chân quỳ chân đứng
hlâu,dễ dàng
glĕk,viêm
luĕl,đỉnh
kơdăm,một loại cây lấy lá trị đau răng
'bek,bệnh lở mép
hơnum,một loại gùi có nắp
grang,cái rỗ xúc cá
yang plĕnh ,thần trời
hơ păh pơ nê,khen thưởng
rơngôi,chói vót
rơ̆n,rác
rơwan,đủ chỗ
bơlăng kơk,cây rau sam
trĩu,cừu
thuôi,nghía
dôm anu bơ ngai,mây người
ơxuang,nhảy múa
'long bĭ đơi,đồi trọc
'bơp,há miệng 
apal tơjul,sà
brŏ păng,đài
chêng yông,cồng
kơteh,hoa văn và hạt cười trên khố
mĭnh puăt jơ,nửa tiếng
khop,cầu
lăh,quen
bĭr,chín nŭng
ay ai,tung reo mừng ngại nhiên
ă,ái
pơkân,đô
jrong,đi ngang qua
hơkơt,chóng mặt gây nên do sợ lực thăm hay lên cao
peu,chim tu huýt
'blach lơlia 'blia lơ liau,bằng phẳng mênh mông
tơnglơh,ngăn kéo
hnhăp,đồng
kôpal,nhà nước
dơdăng,tạm thời
jong moch,cây chua
hluôi,khỏi
lơlê,cẩu
ngai,viên
hlăch,lùng
kơcheh get chai,mẻ chai
pơtho,bơtho
rơlach,sảo thai
lơliơ̆n,gợn sóng
tơpung yang,cây tầm gửi lá rất lớn
kó ya,gừng
tơgrẽng,gầy
oncol,oncol
ngơch,hói đầu
hngĕch,hngĕch
anê̆,giữa
chơgra,chỉ một người nằm ngữa
bar tôn,chim non mới nở
pơ'nhan,làm cho dính
trong thoat đak,rãnh
'long wăk,que chòi
roi khan đĕi bơngai lôch,cáo phó
bi ̆ ch kơ 'mu ̆ brum,nằm úp
pơluờk pơluổl,phát âm không rõ
tơmăn 'ba,đồng lúa
asong,chia
hơ̆p tak,hợp tác
mơlơ̆u,ngượng
gling glĭp,trời lúc nắng lúc râm do nhiều mây
ơngoch,cột tóc
vi sinh,vi sinh
kueân,quyền
hla ar hơkă,giấy nhám
hamah,hoa mít không đậu trái
pơdro sem 'bri,buôn thú
hameng,bình an
ayŭ hla sơ'bĕi,dưa cải
hơiă,vui vẻ
dang dŭk,hàng rào sơ soi
rơ'nhut rơ'nhat,vừa kéo vừa giật
kơ'ngang,ưỡn ngực
rữk khũk răk khăk,rũk khũk
'ngĕl 'ngŏl,đầu nghiêng qua nghiêng lại
păr 'bŏng lŏng,bóng chuyền
tơvir,cải trang
hnŏ,cửa
hơ nih tơ têm,lò rèn
tơhuơng,cao đẹp người
dơyan,trái mướp
ki`,cái bè
vien,viện
ga,nghiện
che hơ băn,váy quần
grŭn,ráng sức
hơnĭt,không yên tâm
krŏl,lăn xuống
gơhô,ham ăn
gơgĕr,chỉ mạnh nước chảy đều và nhanh
ngul,nghi
'ngêl ' ngêl,cục cựa
gơ̆p,tớ
ngĕi,bách
chưk năng,chức năng
rơnguẽt,cái roi
pich,duỗi tay chân
rơdja,ngón
chruh kơ̆l đe hơ'yoh,trung thu
chơweu,làm chướng ngại
kăl kơ oh,cần em
chơchral,chỉ hai
bơda,cầu vòng
hơlŭl,đầy nghẹt
tơ'nhrỡng,tơ nhrăng
kơ ne bak hôch,chuột chũi
tợịõnh,lạnh buốt thấu xương
kơsơ̆,buổi chiều
kơnhat,sán sơ mít
ei tht,ấy
kơtăp iẽr,vật trang trí cửa
yo ̆ u areng,xúc cua
'dô̆r,khệ
tơdung,ùm
plĭnh,dị
prach,tung tóe
minh hreng minh jit,một trăm mười
tơ drong xo sơ ki,chuyện cổ tích
bơ bŭng hnam,mái nhà
găng dra,cây chống như chữ y
wang sơ angon,chia buồn
pra hang lơng,hàng hiên
kơmang,ti
hơnơ̆m,ở
pluơk,bước ra
hlêk,say
sơlam teh đak,biên cương
abâu,ốc
blơn,cây bời lời đỏ
hơvơ̆t,vẫy
hơdĕ tơnai,tránh chỗ khác
tụm,con kì nhông đẩy ra
brăi,đủ
mun,cháu
blơ,giật mình thức giấc
kơhlô̆i,nhìn chăm chăm
hrok,cái đơm cá
mơlâu,e thẹn
krĕng,lục
oĕi hơnơ̆ng,còn nguyên vẹn
tơmunh,về sau
chuam,lem
chqs,chqs
minh hnưr,lửa
ake rơ mo,sừng bò
chrach,xoẹt
sir,đào
'blon,thẳng đuột
măt mêng kŏk,bớm trắng
alăk bŏu khôi,rượu khê
bơngai,ảnh
gô adrol,phục kích
driĕt,đẩy
drok,lược
rơ'bũng,da nhiễm trùng
pơnên,cái nhau
tơbrẽl,sát nhau
nai,bạn khác
pơtual,làm hề
jui bơngai,người nằm trong mùng
'yôt,oằn
tơgră,tỉnh
ngiôp ngiôp,dõng dạc bước đi
dro,ở nhà
jit,mươi
lăm cheng găn,trong phòng
chơ chre ̆ng,vang vọng
chă hơvơ̆ ka,mò cá
bŏ,bó
chrih,lạ làng
ke,kè
hrot,cật
sơnăm,sang
wĕi teh đak,quốc phòng
chơnôr,"rượu ghè ""kang"" đầu tiên"
pơ'moih,nhem cho thèm
hŭp,lún xuống sâu
u`nh sa đĩ,cháy trụi
tơlũt khüt,khúc củi tắt chưa cháy hết
so ̆ k sop,lông chân
haglơ̆p,hang thú rừng
gơhê,đỏ thấm
tơliơ,ống sáo
bơyơ̆ng,đi qua lại
'bơ'brŏ,không có đồ ăn
tuh hla bơ ar,tủ sách
lak lai,nhiều vô số
kơjuơng,trên thuồng như nhưng
rơtong,đường viền hoa văn 
chơchrưl,chỉ vật nổi lành bềnh trên mặt nước
ttf'lüt,xô đẩy từ sau
sơmat,bái
kơ'nŏn kơ'năp,chỉ nhiều con vật nhỏ nằm bất động
kơtăk kơtat,tiếng gà cục tác
karen,karen
bơvang,bao vây  
tơgron,nhô
'iok,lấy
tăh,xen
'bơ̆l đon,tính
hlŭt hlăt,chỉ măng đất mập mập
et eng,tiếng kêu ve ve của ve sầu
pơ'blê pơ'bla,vô số kể
b`oh,muoi
do,chậm rì
'biêh,khéo
phong dơt,phòng trừ
bơlom,loại mối trắng
hơtieng,cây lùng
chhut kơ 'bang găm,lau bảng
kơdŭl,một loại chim diệc
dơbưk muih,dao phát
pơgơ`t,bắt giữ
jôigơgỡl,lúc đầu
hoal,lê
ơdrĕ,bị thần giáng hoạ
minh jĭt ,một chục
prăt prũt,phựt
chăr,chẻ
atĭng,ghê răng
blŏk kơ 'bă,nhớ cha
lơi gơi,tóc gợn sóng 
choăng,phóng đi rất nhanh
gơgrông,khóc
'jôr,ốm còi
drơl,vết
kĭ hla ar rôp,ra lệnh bắt
nơ̆r lăn to,nghĩa bóng
we ̆ nh dơve ̆nh,lắt chắt
tơxăr,áo giác
kuet đinh,quyết định
hudrung,dòng họ
chu ̆p,vồ
bơnũng,non
jang hrai pơ nah,nghề săn bắn
tơrõi,bắc ngang
ngar tơ mo,than đá
'do,bến đò
hnam pai por,nhà bếp
nhong rơnhong,chỉ đuốc đang cháy lớn
hur,hơ
'brôm,gầm sàn
rĕk rĕk,róc rách
gleu,xương
dul,cổng
pơ'mrỡ,làm khách
rông,hỏa
blơ ̆ ble ̆ch,lắt léo
jtfjueng,mất bình tĩnh
mê,bẩn
plêr plar,toả
kơ chĕng 'ma 'ngiĕo,ngẫm nghĩ
minh huôi kah,lúc nữa
kơnuh,thế chấp
mă lĕi,nhưng
gơnăp kơ đum,vành nia
găn,cuốn
tơhna,mũi de 
rơngei,tự do
kơlơ̆n,trợn mát nhìn
drŭng drŭng,tiếng chó sủa gâu gâu
hơpuih along 'ba,chổi rơm
hiơ̆p hiơ̆p,tiếng đánh đen đét
kek,chạch
along,bo
thiêu,thiểu
chik,nhe răng
rơhôh,mở to 
sơnguat,kịt
chơrâu,chỉ nằm để chân lòi ra ngoài
mă tơ xĭn,thứ chín
lĭk gĭk,tiếng kẽo kẹt 
tơklũl,mập mập
kuăng,chóng
kơxêng,cỗi
wêl,lẳng
pơnŭng,còn non
'jrăi,chửi thề
bơnờm,bộ lạc sống ở miền đông kontum
krăng krot,con dế mèn
sơ ̆  ki,lịch sử
btc,btc
guang hơguang,cao dong dỏng
sơmăt,ngục
pơđông,thả nổi
apơi,ước mong
angok,óc
ngu,hình
bơbroch,chí lúa
toah,lấy bớt ra
neng,chuông
lơluơ̆ng,quang đãng
chreo,chim sáo
phơlăng,pháp
tơjĕng,bàn cãi
rd'nhêng,mủ
pơnăr sem pu`ng,cánh dơi
bơnhŭl,chết độc
pơnơ̆ đak sĭ,bờ biển
dur,trầm
tơhoăng,thả rớt
chơwơi,chim chèo bẻo
'ngŏi 'ngŏi,dáng đi lững thững một mình
'brữt 'mrũt,pực pực
'lăn,thinh lặng
del,giao cấu
'nhup,qua
gah hơgah,ngoài
pơdã,đặt
klõk đak,đáy.nước
bơmông,lễ tang không hài cốt
rơneh,phụ
kơmĭl,kính
gơdiêp,kèn
yơ̆p,rạp
hơxeng,cái  nong
gông ngung gaih,nơi đi vệ sinh
diĕng,hội
chơ hei đak,thác nước
ưh kơ đunh,không lâu
ptfwin,uốn cong
klŏ,sõi
năm đưng rŏng,đi sau
kuy chuân,quy chuẩn
trinh,trình
prơh,tung
pup,loại ớt tròn
blông drơ̆ng,chỉ ánh sáng tỏ
hŏ,uải
bluch,rữa
kră ră chuăng,chỉ tiếng cười giòn giã của các cô gái
'brũk 'brăk,răng rắc
hiok,xem xét
khôi juăt,luật
sơke,lợn rừng
pơgrăk pơgrep,hai người
brỗ dổng,gần trưa lối  giờ sáng
hnŏp,ngồi sâp xuống sợ người ta thấy
blal,tình
kơxơl,củ hành rừng 
chrŏi,chỉ nước vọt ra ít
pơlah,gạo tấm
bỗ,ươn
la lah,thương tiếc
'yŏk dơ̆ng,vớt
nâr pơma hlôi,trạng ngữ
chơgal,gài theo
chơkŏr,lọm khọm
gố,nồi
bơgỡk,tự ái
rơbũ,cuồng phong
hơben trong,quần kẻ sọc
lun,chứa được
lơliơ̆r,phất phới
bã,thiên
sut kơ'bang găm,chùi bảng
glơi glai,nước mênh mông và trải rộng
pơrtrui,quân
pơ ma 'nă,cười nói
hơon,thơ
kơche ̆ ng truh,liên tưởng
roi đĕi bơngai loch,báo tang
gơhioh,nạt nộ
hnam wê̆ vê tơmam gĭt,bảo tang
tợyõ krong,chim bắt tôm
plư̆ng plưng,mới hơn
dơnor,chiều dài
pơlong,cuộc
hlu`ng,bao tử
tơpin,đưa cho ẩm
kơ,ách
khom,mùi nồng nặc
kơchiê̆,chật
găm,mượt
hnen kơl,gối
bơliêh,lang ben
pơjip,nhũng
hơbăng,thính
phiơl hơ iơch,nhẹ tênh
chăl dang ĕi,thời nay
kroh,gùi cong
tơdõl,xúm nhau đỡ lên
hmĕch,xóa
chơmuk,nhấn xuống
măt teh,mặt đất
grăng,khoắn
kơkai,nhai lại
tơ'jố,cửa tổ chim dồng tộc
proh,dãy
gơl,chuôi
peh,giã
jơhngâm đon alâng,nhân đức
adrol đơng,trước sau
hơdu`,đệm
hơnô,thoai thoải
bơnhah,say mê
td'ngöi tơ'ngẽch,chỉ bọn trẻ nhỏ ở xa
ưh trŏ tơdrong,mơ hồ
juaih,thành thạo
pơeh,sưng
duyêt,duyệt
prôm,một loại hành
pơxẽm,đút cho ăn
chrel,thưa
tep hyơt,ngủ quên
đêl đăi thoi sơ̆,giống như cũ
hngŏl,hngŏ
tơ’dih,đối
tơ pôl axeh,bầy ngựa
pluăk,sút cán
rơkhẽl rơkhôl,chỉ những khúc cây ngắn
pơprơ̆n,cố đi
'nhĕ,nhỏ xíu
dut,dốt
kơtieng,cây lấy mũ
hơwĕl,bật
tơplôt,vừa bé vừa lùn
ao hơayuih djơ djih,áo ướt đẫm
tơ pôl iĕi,bầy gà
giĕng,cữ
đôk,đốc
pơdê,chế nhạo
dră,bề
hlak hla ar,trang vở
gron,nhốt
grah,cho bò
hơdongtuak,buồng dừa
nuir,nông
tơjro,cho nhau
cm,cm
ooresol,thuốc oresol
hơtăr,dây quai gùi
teh đak anguai,nước nhà
'bok gah dră kăn,bà nội
oĕi đĕi,còn tồn tại
rơroh,răm rắp
hơ'moi,theo hướng
gah waih,đơn vị đo chất lỏng
hơpinh,thăm
tơkưu,hú gọi
hơroih,khô cằn
pơdŭ,luân
leng kơ,tất cả đều
ỡi,cầu xin
chôn,ích kỷ
hơdĕ,tránh né
pah pŭng,mùa
đak lâp lah lai,nước triều
usd,usd
'bŏ,có
pơtăng,làm cho đắng
kơ'nah,khoen mây
hnam dơ nŏ,gia đình
kơchôp,móng chân súc vật
kơ'dơ̆m,có uy tín
săp,rấm
tơ'bơch,tập tành
mŏmai,con dâu
tơpôk,đỡ nhau lên cao
pơyoch,làm cho người khác vi phạm
kơdăn,cách khoảng
'bia,mượt mà
loch,kiến có sọc đỏ và đen
hla ar tơbăt,tờ báo
plên,mập ù
kơxom,chết trong lúc mang thai
khua,chỉ đạo
hiop,dần
chơ'ngang,ưởn ngực
'măng năm,chuyến đi
'bak si,báo sĩ
kon dră kăn,con gái
'bơ'blep,sắp lặn
drănglo,nam giới
hwih,nghề
gle,con cù lần
tơhrẽl,ra quả ít
chuơm,lọ
git,lái
hơ kar kla,da hổ
chơhlot,mùng
tôk tồk,tiếng gõ cửa cốc cốc
sân,kiên nhẫn
ơxêng,nia lớn
tơplẽng,văng ra
tơ'mok,đứng một mình
ngâm,ngâm
pơxoai,làm cho mê muội
bơxuổt bơxuat,di di lại lại
chiêu,cái chiếu
chŏi,ném
chơhlung,hầm
chơkĕnh,trê
rơmơt,nhờm
pơ yan tơ nget,mùa đông
dô̆,ở mãi trong nhà
hdrông,sâu
pơnong,bộ lạc pơnong
trong hling pet,đường nhựa
hnam bă yang,nhà thờ
pơhlit,gây hoang mang
bal,hai
pơgŭm,giúp đỡ lẫn nhau
ka pơm măm,cá mắm
mayô,lót
'nơr,tiếng 
riêh,rễ
ato ̆ k lăm gre,lên xe
sơlam,biên giới
jơma,nhím
mŏk,cốm
huơy huay,chất đống không thứ tự
chai phŭng,nhảy xuống đất rồi chạy ngay
gơgŏ,gõ
anhŏng oh pôm yă 'bŏk,anh em thúc bá
kô cho`u,cấu
amăk,mắc
blep,đến
huưch huưch,cảm giác ngồi trên xe
chơneh,gùi nhỏ
gram gram,tiếng vật cứng chạm vào nhau
pă hlot,ế
pơ'nă,trò cười
lŭ lŭm,trùm kín đầu
pơtok,dẫn qua
tơhlũn,lún xuống
tơpe,tắp
gơxơ̆m,cây nghe
nưih tơblah,trận đánh
grŏng,khó tánh
năm ba,dẫn
lang lă,ngủ trần không mùng mền
huk hik,thở hổn hển
chơkrôi,chỉ cách đi đứng hay ăn mặc lôi thôi
'ngik 'ngưk,loại con bọ rầy ăn rễ cây
phau,súng
hơgrep,chỉ nhiều người hay vật ốm ròm
bahnar,dân tộc bana
pơrrnn,đẻ chung một ổ
bŏng 'bŏ,con lọai gùi có nắp
along bơ o,lồ ô
kơna,cho nên
tơkul,cuỗn
pôk xuôn,nâng cấp
nhui,nhùi
chă wă alê̆,tìm hiểu
brix,brix
banh tơyông lôm,bánh chưng
chơnit,vỏ  vót
tơtrũn,giậm xuống
ơnglŏng,cục nến
chhŏk,thuẫn
hoang,cùng làm
gps,gps
bơnăt,cái đập
bơlit,hoa văn trên ghè
kuăng rĕnh ,nhanh chóng
brơ̆t,khiếp vía
kơdĕm,củ hành
tơxut,lau cho nhau
sa uĕi,ăn ở
'blŏ̆k ling lang,thao thức
kiĕt kơ doh,gọt vỏ
hơneh,cầu treo
i`ch,ỉa
tao wao,chim tu hú
jơk kơxe ̆,xanh biếc
kơkrŭk,tục tục
hrơ̆t,kéo lôi
man tơmam ngôi ngơ,nặn đồ chơi
tơpôm,ngồi yên
hơdrăk hơdrăk,cuộc sống lây lất
hơyok,tro tên
pơtrơp,nối
dam dă 'biơ̆,đỡ chưa
bơră,kể chuyện
măi,mại
rơxữt,lê gót
rơhẽl rơhỡl,chặt đứt từng khúc ngắn 
ring rung,chim biồ chào hót báo điểm xấu
‘bơl đon,tham mưu
lỡk,trải
hlong chơna pơda,chồi non 
hram,rỉ ra
'moih dĕk,buồn cười
tơngơih,rên
tơdrong nâr tơm,nghĩa gốc
pleng,chim én lớn
gŭr ă,chim đại bàng
'lâp,niên
jang pơđi ̆,làm hết
bơlun,thức ăn
pơhang,làm đau lòng
'nŭk,mạp
sơ̆k anong 'ba,phơi rơm
grơ̆p grơ̆p,tiếng giàỳ lộp cộp trên sàn nhà
khei'tơhnam,tháng tám
ngơ̆ ngăi,đành chịu vậy
kơwoih,trái soan
'yoh,bé
pơtil,chứng minh
têh rơnổm têh khok,cho quách đi
'buah,tiếc rẻ
năm chă ngôi,đi chơi
chơchoh,băm
leng gong,thời gian lúc gà gáy lần thứ nhất
hơtiguang,đi săn
vinh thanh,vĩnh thạnh
rui ra,anh em thông gia
mir,nương
bơnơng,con vật hoang đường
hmăr,giấc mộng lành
gei,chắc chắn
nhrơnh,nhảy  
cham să,sân vân động
bơlŏ lơngoh,cảm lạnh
abơ̆,quơ
Xak,Xác
tơnŏk hơ trơ̆m đak,bến nước
lup,bán sỉ
'ngưk ich,bọ hung
pơtỗ,làm phấn khởi
klăn pơnga,con trăn hoa
hnôi,bụng phệ
hlơp,che kon
ao kong kơ đeh,áo ngắn tay
sa et,ăn uống
apơn,điểm
pơxuăt,nhịp
đeu,co
yĕng,đặt được
bơjah,cãi lộn
'bêy,cải
hnih xơng đak,bể nước
abŏu dak dơxĭ,ốc biển
pơrìm,chia đủ cho từng người
bơluch,chỉ người lớn trần truồng
jơ’năk jơ'nit,nằm co quắp bên nhau
pơhiă,đề phòng
pơhngăm,làm cho nặng
bãl,chúng
jơma,con nhím
hơlơ ̆,xới
blŏch ti,xoa tay
kăt kôh,dụng có lấy lửa của người xưa
'bơ̆i Bơhnar,tiếng Ba na
hơpĭk,màu sắc
chrek hla ar,rọc giấy
tơtrăp tơtri ̆ n,nặng nề
sơnguĕt,roi
hlôl hlal,cổng kểnh
dơdĕk,linh
klăm,tối
đuô̆i,âu
tơwổt,vật lộn nhau
măng lung măng linh,nhật thực
thi xa,thị xã
bơ jâu xoiyang,thầy cúng
bơ'blơch,chỉ nước ngập mênh mông
glê̆,đãng trí
tơhil,sự
anang,đúng lúc
ngâêm,ngấm
ĭr,tiếng chim vỗ cánh bay
'năr minh jït,ngày mồng mười
wă kiơ ̆,xu thế
tơdrong tơdrỡl,sự việc xảy ra 
kueng kueng ,ầm ầm
kơpôch,khăn khổ nhỏ
chơdruch,út
'jring,ầm
kơpao,vò bằng tay
tơ'ngẽl,td'ngak
enterprise,enterprise
tuên,tuyên
nga ngap,ngáp
phe hơlom,gạo không gãy
hó nglŏng drô̆m xơ̆,sao hôm
băt tơpăt,biết sự thật
lô,tiếc
'dŭk 'dŭk,tiếng mạch nhảy
su`p anhe`m kơ tuăl,bún riêu
ton pơnưng,đánh trống
tơwẽnh,bắt quần áo
bum greu,lạc
'năr dơning,mai
gt,gt
ară tôm,lành
lĭp,dấu
guanh,năng
ưih,không chung thủy
yoanh,doanh nghiệp
hơtrơl,lớn bằng nhau
hơmau,kịp thời
gap,kẹp
khŭi,gạt chân
hnŏng,đấu đông
tẽ,giao hợp
ơh,day
atung,lớn
anhŭ,các loại lá có vị chua ăn được
toih,củ tỏi
rơrê,câu nhắp
phí phoi,no nê
hot,tấp
grơk grơk,tiếng ngáy
tơchruh,chảy nhận vào
'iŭ,sợ
jơni,cha mẹ chồng
rơrữk rơrăk,tiếng rột rột cá quẫy trong ống tre
sring,chuỗi
kơ'nơ̆l,nắp nồi
kơnhêng,nhất quyết
pơpũi,ru ngủ
hnhok,kiểm điểm
ple`i,quả
kĕ chơ̆n,rất bình tĩnh
adrei,chày giã gạo
hlang,bổ đôi
jơnap,hạnh phúc
hơkrop,ốm da học xương
gŏ che,ấm
lan,một chục kinh
pơlõ,bị sốt
tơ mu`k tơmam,gia tài
pơhrơ̆,làm cạn nước
hơ dang tep,chỗ ngủ
gling,đương
hgei,chăm lo
hngoh hgnĕch,trẻ nhỏ đang chờ
bơbuăng,để mă cửa sa
tơxă,phóng đại
bơhăng,đó tươi
gơgleng,quá sức
noh hia,ở đâu đó
jơnu ̆m bal,liên hợp
bơxey,sắt
tơblah wĕi teh đak,kháng chiến
ngak,ngẩng đầu
oĕi băl hrôih,tảo hôn
kiơ̆ng,vững chắc
blonh,loại cây đa thường lấy gỗ làm thuẫn
lơm drong pơm,việc làm
dơxum,diều hâu ăn rắn
jơnăk,chức sắc
rơđăn,lóng tre
bơlum,loại ghè rất nhỏ để cúng thần
plah pơ alâng,giảng hòa
pơgỡm,hối lộ
pơto`l,gò mốì
kơđe`i,hoằn
hơmông,bệnh mày đay
hơnih jang sa,nông trường
hnhăi minh pah măt,liếc
dơlal,chán ngấy
anhĭn,di chuyển
pơxăn,làm cho nát vừa
kơdroh,bã rượu
tơgret,khớp xương
dreng bre ̆ u,vàng rực
lơhông,lẻo
oĕi tŏk bŏk cham,ở giữa sân
jơrông ji ,sâu bệnh
kuĭl,bàn chân có tật đi nghiêng
'nhŏng,anh
tơblôi,tròn vo
dah,hoặc
hơnglan,đất thịt
ting lìỉng,cái đàn bầu
kơ̆l rơ mo,đầu bò
klõk,cái rốn
tơ kŏi ao,cổ áo
chơwa,mạnh
teo,cái xẻng
tơđrong,sự việc
pơtẽ,quan hệ tình dục
pơ'nhăk,hướng dẫn
lel,lung
hach,tan
amlĕng,mực nước xấp xỉ
'lưng liêm,tốt đẹp
hmo ̆ ng hmo ̆ ng,lấp loáng
pơ chah pơ nhan,bể bát
klek klek,tiếng chim cú kêu
tơchỡp,đánh vẫn chữ
bơ lŭk,dại
hlep,đắn
tơjet,hỏi han dẫn nhau
tơpơr,cuốn bay đi
jüng,đường vòng
tơlõ teh hơgơr,dùi trông
'nhik,cuốc nhỏ
kơdih ơkơu,cá nhân
kuli,lao công
suăn,lên cao
len,ngọt gắt
lai,chữa bệnh
'bă mĭ,cha mẹ
pơ'nah,người thì
sap,nhạt
tơ'me,nuôi dưỡng nhau
ưh hơ kĕ,ốm yếu
lŭ,lăn
tök plôk,rau mọc ven bờ suối ăn được
wă kơ hâr,khuyến khích
ĭng ơ,gió thôi vù vù
bơ̆t bơnăt đak,đắp đập
a la kơ hnam,dưới nhà
chơhoa,tiếng thác đổ
hmăng,yêu cầu
dak tơh,sữa
tiê̆p,tiếp
brot,hên tục
hnok,một loại cây rừng giống như cây dừa
